# lambda(nm)  coeff spline
 1489.000 0.00014115    -2.2928e-04
 1490.000 0.00008258     1.9599e-04
 1491.000 0.00010388    -7.5452e-05
 1492.000 0.00012438     1.0102e-04
 1493.000 0.00016215    -2.2501e-04
 1494.000 0.00010278     2.1617e-04
 1495.000 0.00013445    -9.3445e-05
 1496.000 0.00012640    -8.0712e-05
 1497.000 0.00008679     2.2693e-04
 1498.000 0.00015335    -1.9000e-04
 1499.000 0.00015326     1.3318e-04
 1500.000 0.00017227    -2.2814e-04
 1501.000 0.00011716     3.3464e-04
 1502.000 0.00018818    -3.5363e-04
 1503.000 0.00012569     2.7881e-04
 1504.000 0.00015638    -2.0254e-04
 1505.000 0.00012577     1.6354e-04
 1506.000 0.00014412    -1.5786e-04
 1507.000 0.00010395     1.1679e-04
 1508.000 0.00011228    -1.8285e-05
 1509.000 0.00012046    -4.4548e-05
 1510.000 0.00010011     2.5298e-05
 1511.000 0.00009986     6.3958e-05
 1512.000 0.00012099    -1.5285e-04
 1513.000 0.00008271     1.9098e-04
 1514.000 0.00012451    -1.3061e-04
 1515.000 0.00012478     8.2259e-05
 1516.000 0.00015363    -2.6949e-05
 1517.000 0.00016238    -9.5063e-05
 1518.000 0.00012880     1.5322e-04
 1519.000 0.00017085    -6.4040e-05
 1520.000 0.00017794    -1.0682e-04
 1521.000 0.00013430     1.8694e-04
 1522.000 0.00016796    -1.7715e-04
 1523.000 0.00013810     1.4053e-04
 1524.000 0.00014604    -1.5818e-04
 1525.000 0.00011960     2.8593e-04
 1526.000 0.00018914    -4.0964e-04
 1527.000 0.00008213     2.9332e-04
 1528.000 0.00009233    -6.0378e-05
 1529.000 0.00011297     1.0835e-05
 1530.000 0.00013590     3.0777e-05
 1531.000 0.00015431    -1.6107e-04
 1532.000 0.00010825     2.2666e-04
 1533.000 0.00015914    -1.6389e-04
 1534.000 0.00014070     1.2900e-05
 1535.000 0.00009613    -4.4495e-05
 1536.000 0.00007494     3.0536e-04
 1537.000 0.00017855    -4.2815e-04
 1538.000 0.00009563     2.8804e-04
 1539.000 0.00013734     2.3761e-05
 1540.000 0.00019575    -2.8288e-04
 1541.000 0.00012492     3.3233e-04
 1542.000 0.00017057    -3.4757e-04
 1543.000 0.00009665     3.4053e-04
 1544.000 0.00015852    -1.9982e-04
 1545.000 0.00013345    -6.2875e-05
 1546.000 0.00007057     2.2446e-04
 1547.000 0.00012400    -1.3712e-04
 1548.000 0.00014565     1.3333e-04
 1549.000 0.00019927    -2.0439e-04
 1550.000 0.00015898     1.2076e-04
 1551.000 0.00015694    -4.9142e-05
 1552.000 0.00014524     1.7851e-05
 1553.000 0.00012555    -7.0202e-05
 1554.000 0.00009570     2.0200e-04
 1555.000 0.00016610    -1.3629e-04
 1556.000 0.00017789    -8.5161e-06
 1557.000 0.00016320     1.1470e-05
 1558.000 0.00014929    -3.2682e-05
 1559.000 0.00012516     5.7939e-05
 1560.000 0.00014160     4.4346e-05
 1561.000 0.00017558    -1.3008e-04
 1562.000 0.00014576     9.3186e-05
 1563.000 0.00015006    -3.7940e-05
 1564.000 0.00014541     4.8738e-06
 1565.000 0.00014178     2.4565e-05
 1566.000 0.00013776    -1.0547e-04
 1567.000 0.00009993     1.9447e-04
 1568.000 0.00015014    -1.4416e-04
 1569.000 0.00014602     5.6188e-05
 1570.000 0.00014684    -5.0954e-05
 1571.000 0.00013368     6.3746e-05
 1572.000 0.00014266    -7.1191e-05
 1573.000 0.00012121     3.8437e-05
 1574.000 0.00011238    -6.8373e-06
 1575.000 0.00010584     2.6520e-06
 1576.000 0.00012733     1.6441e-04
 1577.000 0.00020612    -3.1649e-04
 1578.000 0.00013609     2.0863e-04
 1579.000 0.00014204    -6.2139e-05
 1580.000 0.00014161     1.6498e-06
 1581.000 0.00012523    -4.0160e-05
 1582.000 0.00010879     1.5863e-04
 1583.000 0.00016670    -1.4826e-04
 1584.000 0.00014984    -1.4206e-05
 1585.000 0.00012062     1.3092e-04
 1586.000 0.00016682    -5.6974e-05
 1587.000 0.00017981    -1.0229e-04
 1588.000 0.00012912     8.4054e-05
 1589.000 0.00012133     2.3476e-05
 1590.000 0.00013204    -6.6956e-05
 1591.000 0.00012515     1.3875e-04
 1592.000 0.00017920    -1.2240e-04
 1593.000 0.00016534    -5.6618e-05
 1594.000 0.00012544     1.9263e-04
 1595.000 0.00015225    -3.1364e-04
 1596.000 0.00007238     4.2186e-04
 1597.000 0.00016607    -3.3243e-04
 1598.000 0.00011660     4.8920e-05
 1599.000 0.00008531     2.4584e-04
 1600.000 0.00015126    -4.4883e-04
 1601.000 0.00004269     5.0235e-04
 1602.000 0.00014385    -3.0218e-04
 1603.000 0.00015570     1.7052e-04
 1604.000 0.00019091    -2.3975e-04
 1605.000 0.00013311     2.3040e-04
 1606.000 0.00016683    -1.3274e-04
 1607.000 0.00017563     1.5103e-04
 1608.000 0.00022518    -2.2690e-04
 1609.000 0.00015870     6.0372e-05
 1610.000 0.00011640     1.3049e-04
 1611.000 0.00014239    -1.7259e-04
 1612.000 0.00009612     1.2631e-04
 1613.000 0.00010010    -3.1136e-05
 1614.000 0.00012069     9.7899e-05
 1615.000 0.00016599    -2.1220e-04
 1616.000 0.00012918     2.5823e-04
 1617.000 0.00018111    -2.8829e-04
 1618.000 0.00011345     1.7741e-04
 1619.000 0.00012886     7.7089e-05
 1620.000 0.00018704    -2.2914e-04
 1621.000 0.00013168     1.5824e-04
 1622.000 0.00012064    -1.3790e-04
 1623.000 0.00008770     2.6195e-04
 1624.000 0.00016673    -2.3808e-04
 1625.000 0.00014455     8.3122e-05
 1626.000 0.00013536    -1.6466e-05
 1627.000 0.00012835    -4.1798e-06
 1628.000 0.00013296     1.0290e-04
 1629.000 0.00017175    -2.0236e-04
 1630.000 0.00013375     2.4579e-04
 1631.000 0.00019518    -1.8423e-04
 1632.000 0.00016668    -4.8463e-05
 1633.000 0.00010442     1.7552e-04
 1634.000 0.00013755    -8.1273e-05
 1635.000 0.00012130    -1.4671e-04
 1636.000 0.00005329     3.5754e-04
 1637.000 0.00015463    -2.6735e-04
 1638.000 0.00015430     1.0186e-04
 1639.000 0.00015917    -1.0888e-04
 1640.000 0.00013953     1.8660e-04
 1641.000 0.00018171    -2.6660e-04
 1642.000 0.00012210     2.6904e-04
 1643.000 0.00017137    -1.5630e-04
 1644.000 0.00016205     4.6243e-06
 1645.000 0.00014252     7.6545e-05
 1646.000 0.00016007    -8.8324e-05
 1647.000 0.00014311     6.9693e-05
 1648.000 0.00014883    -5.4366e-05
 1649.000 0.00013808     4.8951e-05
 1650.000 0.00015862     4.6304e-05
 1651.000 0.00018416    -2.0417e-04
 1652.000 0.00010015     1.1306e-04
 1653.000 0.00007851     1.2616e-04
 1654.000 0.00014130    -1.1110e-04
 1655.000 0.00015445     2.0414e-05
 1656.000 0.00016671     2.4106e-05
 1657.000 0.00017916    -1.1570e-04
 1658.000 0.00012091     1.4491e-05
 1659.000 0.00007504     1.3201e-04
 1660.000 0.00011920    -2.3680e-06
 1661.000 0.00015357    -1.8128e-04
 1662.000 0.00009128     1.4754e-04
 1663.000 0.00011329     9.6936e-05
 1664.000 0.00017891    -2.7362e-04
 1665.000 0.00011039     1.9271e-04
 1666.000 0.00011447    -6.1611e-05
 1667.000 0.00011559     3.5978e-05
 1668.000 0.00012937    -6.3393e-06
 1669.000 0.00013375    -6.7020e-05
 1670.000 0.00011753     1.5082e-04
 1671.000 0.00016657    -1.4470e-04
 1672.000 0.00014577     8.9468e-06
 1673.000 0.00012161     8.8754e-05
 1674.000 0.00016256     2.6695e-05
 1675.000 0.00020054    -2.1336e-04
 1676.000 0.00013759     2.2115e-04
 1677.000 0.00016314    -1.4024e-04
 1678.000 0.00015396     1.3142e-04
 1679.000 0.00018796    -1.2636e-04
 1680.000 0.00016179     1.2990e-05
 1681.000 0.00013203     5.2856e-05
 1682.000 0.00013779    -1.1296e-05
 1683.000 0.00014206    -1.6613e-05
 1684.000 0.00013620     1.6970e-05
 1685.000 0.00013339    -3.2966e-05
 1686.000 0.00012869     1.0355e-04
 1687.000 0.00016332    -1.4526e-04
 1688.000 0.00013342     9.0326e-05
 1689.000 0.00014213     1.5622e-05
 1690.000 0.00016292    -8.0333e-05
 1691.000 0.00014472     7.1772e-05
 1692.000 0.00014631    -8.8014e-05
 1693.000 0.00011676     9.3444e-05
 1694.000 0.00014212     4.3698e-05
 1695.000 0.00017154    -2.4388e-04
 1696.000 0.00010836     3.7620e-04
 1697.000 0.00018368    -4.2994e-04
 1698.000 0.00009476     3.5812e-04
 1699.000 0.00014237    -1.8336e-04
 1700.000 0.00014010     7.6058e-05
 1701.000 0.00013661    -1.2819e-04
 1702.000 0.00010492     2.6750e-04
 1703.000 0.00018343    -2.8060e-04
 1704.000 0.00014289     1.4059e-04
 1705.000 0.00014453    -2.8679e-05
 1706.000 0.00014413    -3.8111e-05
 1707.000 0.00012541     7.1205e-05
 1708.000 0.00015210     2.5752e-05
 1709.000 0.00017162    -2.1723e-04
 1710.000 0.00010008     2.9682e-04
 1711.000 0.00015033    -2.3930e-04
 1712.000 0.00011756     1.6227e-04
 1713.000 0.00014110    -7.1931e-05
 1714.000 0.00013282    -6.5468e-05
 1715.000 0.00009715     1.6946e-04
 1716.000 0.00014169    -1.3113e-04
 1717.000 0.00013727     6.1288e-05
 1718.000 0.00015003    -1.0944e-05
 1719.000 0.00013847    -1.6343e-04
 1720.000 0.00007943     3.7980e-04
 1721.000 0.00019179    -3.2736e-04
 1722.000 0.00015757     5.0153e-05
 1723.000 0.00011703     8.8826e-05
 1724.000 0.00014763     2.1384e-05
 1725.000 0.00018541    -1.3128e-04
 1726.000 0.00015339     8.4944e-05
 1727.000 0.00014062    -9.2994e-05
 1728.000 0.00012328     2.5961e-04
 1729.000 0.00018872    -4.4877e-04
 1730.000 0.00007839     4.8084e-04
 1731.000 0.00016739    -2.7862e-04
 1732.000 0.00016047     5.8118e-05
 1733.000 0.00013526    -6.3593e-05
 1734.000 0.00008568     5.0034e-05
 1735.000 0.00007135     7.4955e-05
 1736.000 0.00011168    -2.1896e-05
 1737.000 0.00012912    -1.2471e-04
 1738.000 0.00008335     1.4148e-04
 1739.000 0.00011284     1.0338e-05
 1740.000 0.00015007    -1.3640e-04
 1741.000 0.00012081     1.3631e-04
 1742.000 0.00013697    -1.3632e-04
 1743.000 0.00010410     1.1478e-04
 1744.000 0.00011227    -7.6567e-05
 1745.000 0.00011106     1.3521e-04
 1746.000 0.00014597    -2.4754e-04
 1747.000 0.00009915     3.6456e-04
 1748.000 0.00019387    -3.6146e-04
 1749.000 0.00013287     1.4696e-04
 1750.000 0.00011167     1.2416e-05
 1751.000 0.00013306     5.8914e-05
 1752.000 0.00016938    -1.5849e-04
 1753.000 0.00012578     9.5539e-05
 1754.000 0.00013256     7.8617e-05
 1755.000 0.00017898    -1.7217e-04
 1756.000 0.00014117     1.0468e-04
 1757.000 0.00012842    -9.6172e-05
 1758.000 0.00010351     2.0705e-04
 1759.000 0.00015023    -3.0226e-04
 1760.000 0.00008339     3.2062e-04
 1761.000 0.00014502    -2.0941e-04
 1762.000 0.00013699     9.9074e-05
 1763.000 0.00013793    -1.3306e-04
 1764.000 0.00009573     1.7433e-04
 1765.000 0.00013356    -8.4080e-05
 1766.000 0.00014865     2.5548e-05
 1767.000 0.00016694     1.0881e-06
 1768.000 0.00016215    -1.6838e-04
 1769.000 0.00008625     2.4577e-04
 1770.000 0.00013627    -5.9190e-05
 1771.000 0.00016871    -1.1449e-04
 1772.000 0.00012756     7.5621e-05
 1773.000 0.00013287     9.0771e-05
 1774.000 0.00018107    -1.8136e-04
 1775.000 0.00013590     7.4460e-05
 1776.000 0.00012277     7.5764e-05
 1777.000 0.00014507    -1.6494e-04
 1778.000 0.00009113     1.2654e-04
 1779.000 0.00010807     8.4069e-05
 1780.000 0.00015807    -2.6445e-04
 1781.000 0.00009459     2.9286e-04
 1782.000 0.00016137    -1.2541e-04
 1783.000 0.00018757    -3.4680e-05
 1784.000 0.00016585    -2.3386e-05
 1785.000 0.00013265     5.9346e-05
 1786.000 0.00013285    -1.3596e-05
 1787.000 0.00013723     2.0117e-05
 1788.000 0.00014094    -7.0894e-05
 1789.000 0.00012482     1.4448e-04
 1790.000 0.00017019    -1.3807e-04
 1791.000 0.00015016     1.5417e-05
 1792.000 0.00012027     1.7246e-05
 1793.000 0.00011939     8.9660e-05
 1794.000 0.00016140    -1.1854e-04
 1795.000 0.00015831     1.1392e-04
 1796.000 0.00020094    -6.2805e-05
 1797.000 0.00019927    -1.2850e-04
 1798.000 0.00012791     1.5866e-04
 1799.000 0.00014918     4.9650e-05
 1800.000 0.00019849    -1.8902e-04
 1801.000 0.00014085     6.4712e-05
 1802.000 0.00010864     8.2748e-05
 1803.000 0.00014454     1.2958e-05
 1804.000 0.00018139    -1.2888e-04
 1805.000 0.00013638     1.1399e-05
 1806.000 0.00010792     1.8258e-04
 1807.000 0.00017463    -1.7072e-04
 1808.000 0.00016128     1.9924e-05
 1809.000 0.00012890    -2.3158e-05
 1810.000 0.00010887     1.4681e-04
 1811.000 0.00015853    -1.4594e-04
 1812.000 0.00014039     3.0139e-05
 1813.000 0.00009502    -1.3800e-04
 1814.000 0.00003977     4.6258e-04
 1815.000 0.00017920    -5.4425e-04
 1816.000 0.00010051     4.0571e-04
 1817.000 0.00014845    -3.1879e-04
 1818.000 0.00011271     3.6737e-04
 1819.000 0.00019139    -4.6418e-04
 1820.000 0.00009132     4.1685e-04
 1821.000 0.00015823    -2.0134e-04
 1822.000 0.00015876    -9.7696e-06
 1823.000 0.00011536    -2.3162e-05
 1824.000 0.00007759     1.3620e-04
 1825.000 0.00012964     1.7295e-05
 1826.000 0.00017862    -2.2380e-04
 1827.000 0.00012875     2.8480e-04
 1828.000 0.00018571    -2.7441e-04
 1829.000 0.00014488     2.2610e-04
 1830.000 0.00016886    -2.4111e-04
 1831.000 0.00010943     2.3790e-04
 1832.000 0.00012946    -2.3372e-04
 1833.000 0.00007868     2.7212e-04
 1834.000 0.00015915    -6.7257e-05
 1835.000 0.00020849    -1.8987e-04
 1836.000 0.00015760     2.2536e-04
 1837.000 0.00019099    -2.0588e-04
 1838.000 0.00014242     1.0642e-04
 1839.000 0.00014210     6.9711e-05
 1840.000 0.00019083    -9.0963e-05
 1841.000 0.00017538    -9.0939e-05
 1842.000 0.00012001     2.1520e-04
 1843.000 0.00017007    -1.3728e-04
 1844.000 0.00017902     8.7254e-05
 1845.000 0.00020290    -1.2216e-04
 1846.000 0.00017729     1.0444e-04
 1847.000 0.00018447    -9.8850e-05
 1848.000 0.00014560     1.4663e-05
 1849.000 0.00011829     1.0956e-04
 1850.000 0.00015982    -3.9852e-05
 1851.000 0.00017756    -9.2890e-05
 1852.000 0.00015217     1.5263e-04
 1853.000 0.00018927    -1.4269e-04
 1854.000 0.00016764     6.5753e-05
 1855.000 0.00018182     9.4538e-05
 1856.000 0.00024003    -1.7972e-04
 1857.000 0.00021434     1.2096e-04
 1858.000 0.00023352    -3.4890e-05
 1859.000 0.00023734    -7.3560e-05
 1860.000 0.00022180     2.1297e-04
 1861.000 0.00027505    -3.6558e-04
 1862.000 0.00019547     4.5237e-04
 1863.000 0.00029567    -3.6523e-04
 1864.000 0.00027104     2.5956e-04
 1865.000 0.00033538    -1.3919e-04
 1866.000 0.00034009    -6.0583e-05
 1867.000 0.00030014     1.1356e-04
 1868.000 0.00034752     1.3032e-04
 1869.000 0.00044455    -3.3694e-04
 1870.000 0.00038683     2.8892e-04
 1871.000 0.00043837    -1.6320e-04
 1872.000 0.00044883     1.1739e-04
 1873.000 0.00050053    -5.8919e-05
 1874.000 0.00053573     1.9286e-05
 1875.000 0.00056626    -4.6247e-05
 1876.000 0.00058625     1.0246e-04
 1877.000 0.00065160    -9.1436e-05
 1878.000 0.00068936     9.7743e-05
 1879.000 0.00075310    -1.4366e-04
 1880.000 0.00075646     1.1460e-04
 1881.000 0.00080355    -5.2374e-05
 1882.000 0.00085079     9.5791e-05
 1883.000 0.00090740    -2.7457e-04
 1884.000 0.00087255     4.5373e-04
 1885.000 0.00101870    -4.5435e-04
 1886.000 0.00099011     3.1522e-04
 1887.000 0.00105480    -2.4687e-04
 1888.000 0.00107890     4.2870e-04
 1889.000 0.00126590    -4.9055e-04
 1890.000 0.00123350     2.1708e-04
 1891.000 0.00127110     4.2226e-05
 1892.000 0.00135660    -9.8584e-05
 1893.000 0.00139480     6.8310e-05
 1894.000 0.00145660    -3.3057e-05
 1895.000 0.00151220     2.6717e-05
 1896.000 0.00159930     1.1519e-04
 1897.000 0.00173250    -2.1087e-04
 1898.000 0.00178290     2.3150e-04
 1899.000 0.00192980    -1.3613e-04
 1900.000 0.00202200    -1.5178e-05
 1901.000 0.00211500     2.0164e-04
 1902.000 0.00227680    -3.7860e-04
 1903.000 0.00230620     5.1834e-04
 1904.000 0.00255750    -3.6337e-04
 1905.000 0.00268520     1.9353e-04
 1906.000 0.00287820    -1.8958e-05
 1907.000 0.00308710    -2.2299e-05
 1908.000 0.00329730     1.1596e-04
 1909.000 0.00356980    -6.7722e-05
 1910.000 0.00381970     1.9332e-05
 1911.000 0.00406930    -1.1403e-05
 1912.000 0.00433950     1.4988e-04
 1913.000 0.00470460    -1.8723e-05
 1914.000 0.00509430     7.2610e-05
 1915.000 0.00551870    -6.3519e-05
 1916.000 0.00593170     1.1306e-04
 1917.000 0.00642960     1.2066e-04
 1918.000 0.00700970    -1.0252e-04
 1919.000 0.00758060     2.3423e-04
 1920.000 0.00830890     1.1002e-04
 1921.000 0.00914580    -2.2717e-05
 1922.000 0.01001000     1.4465e-04
 1923.000 0.01099700     1.8091e-04
 1924.000 0.01212400    -2.8283e-05
 1925.000 0.01331500     3.1623e-04
 1926.000 0.01471100    -6.6519e-06
 1927.000 0.01624300     5.2638e-04
 1928.000 0.01812600     7.1184e-06
 1929.000 0.02016700     3.9314e-04
 1930.000 0.02250900     2.2631e-04
 1931.000 0.02512500     3.4563e-04
 1932.000 0.02811000     6.0519e-04
 1933.000 0.03158600     1.7960e-04
 1934.000 0.03540100     7.1040e-04
 1935.000 0.03983700     7.0481e-04
 1936.000 0.04499200     7.8436e-04
 1937.000 0.05088800     6.0377e-04
 1938.000 0.05757000     1.5165e-03
 1939.000 0.06540900     2.7205e-04
 1940.000 0.07403300     2.1052e-03
 1941.000 0.08425900     9.1914e-04
 1942.000 0.09575600     1.8441e-03
 1943.000 0.10898000     2.0664e-03
 1944.000 0.12422000     1.9863e-03
 1945.000 0.14143000     1.8084e-03
 1946.000 0.16077000     3.5601e-03
 1947.000 0.18301001     1.3511e-03
 1948.000 0.20749001     4.4755e-03
 1949.000 0.23563999     2.7670e-03
 1950.000 0.26646999     5.3675e-04
 1951.000 0.29910999     5.9460e-03
 1952.000 0.33594002     8.1936e-04
 1953.000 0.37467999     2.2362e-03
 1954.000 0.41588001     4.9962e-03
 1955.000 0.46035000    -2.6012e-03
 1956.000 0.50435001     2.5889e-03
 1957.000 0.54943001    -1.2746e-03
 1958.000 0.59405998    -1.9064e-04
 1959.000 0.63766998    -4.0827e-03
 1960.000 0.67857002     2.6158e-04
 1961.000 0.71821999    -4.4641e-03
 1962.000 0.75433998    -3.5850e-03
 1963.000 0.78665001    -4.0558e-03
 1964.000 0.81514000    -3.1121e-03
 1965.000 0.84023003    -3.8957e-03
 1966.000 0.86161003    -3.5652e-03
 1967.000 0.87955002    -2.4836e-03
 1968.000 0.89472000    -3.1204e-03
 1969.000 0.90703003    -2.1947e-03
 1970.000 0.91700996    -2.0815e-03
 1971.000 0.92499001    -1.4786e-03
 1972.000 0.93141998    -1.3044e-03
 1973.000 0.93655998    -1.0438e-03
 1974.000 0.94058998    -1.1805e-03
 1975.000 0.94364998    -5.4248e-05
 1976.000 0.94632004    -9.4215e-04
 1977.000 0.94827003    -4.9754e-04
 1978.000 0.94973999     5.2060e-05
 1979.000 0.95105003    -6.7017e-04
 1980.000 0.95192001    -1.1748e-05
 1981.000 0.95260002    -4.2267e-04
 1982.000 0.95299004    -3.7544e-05
 1983.000 0.95329002     3.2681e-05
 1984.000 0.95348000    -7.5327e-04
 1985.000 0.95325996     5.2039e-04
 1986.000 0.95320000    -3.6791e-04
 1987.000 0.95291000    -4.2892e-04
 1988.000 0.95228996     1.0329e-04
 1989.000 0.95165001    -1.0373e-04
 1990.000 0.95087997    -4.6884e-04
 1991.000 0.94976997    -6.0694e-05
 1992.000 0.94857002     1.7192e-04
 1993.000 0.94744003    -2.0720e-04
 1994.000 0.94614998    -3.0351e-04
 1995.000 0.94464996     1.6146e-04
 1996.000 0.94319000    -1.0201e-04
 1997.000 0.94178001     5.4642e-04
 1998.000 0.94038002    -2.0237e-03
 1999.000 0.93801003     1.7284e-03
 2000.000 0.93640999    -2.7017e-04
 2001.000 0.93487999    -2.2872e-04
 2002.000 0.93320000     2.8861e-04
 2003.000 0.93162003    -3.2927e-04
 2004.000 0.92997002     6.0934e-04
 2005.000 0.92857002    -6.0705e-04
 2006.000 0.92696999     6.1641e-04
 2007.000 0.92561996    -3.5727e-04
 2008.000 0.92425003     6.9217e-04
 2009.000 0.92319000    -5.4950e-04
 2010.000 0.92202003     8.4385e-04
 2011.000 0.92122002    -6.0566e-04
 2012.000 0.92019997     2.6086e-04
 2013.000 0.91931000     3.4069e-04
 2014.000 0.91875000     3.5698e-04
 2015.000 0.91834000    -8.6831e-04
 2016.000 0.91752998     7.1535e-04
 2017.000 0.91707001     1.0778e-04
 2018.000 0.91683998     2.3313e-04
 2019.000 0.91669998    -4.9979e-04
 2020.000 0.91642998     9.8600e-04
 2021.000 0.91664001    -5.6363e-04
 2022.000 0.91671997     4.8790e-04
 2023.000 0.91694000    -5.4729e-04
 2024.000 0.91698997     6.8064e-04
 2025.000 0.91737000    -1.9577e-04
 2026.000 0.91772003    -7.6767e-05
 2027.000 0.91800003     8.2314e-05
 2028.000 0.91839996     4.6675e-04
 2029.000 0.91903000    -5.6801e-04
 2030.000 0.91942001     3.6461e-04
 2031.000 0.91996002     1.0020e-05
 2032.000 0.92058998     1.3371e-04
 2033.000 0.92124001    -4.2314e-04
 2034.000 0.92167000     2.3836e-04
 2035.000 0.92218002    -5.1258e-05
 2036.000 0.92269997     2.7269e-05
 2037.000 0.92327003     2.4255e-04
 2038.000 0.92389999    -6.3858e-04
 2039.000 0.92428001     8.1294e-04
 2040.000 0.92499001    -6.3350e-04
 2041.000 0.92546997     3.4115e-04
 2042.000 0.92597000    -6.1141e-04
 2043.000 0.92629997     1.0846e-03
 2044.000 0.92703003    -1.3259e-03
 2045.000 0.92722000     9.7783e-04
 2046.000 0.92775002    -5.4451e-04
 2047.000 0.92809998     1.1963e-04
 2048.000 0.92848000     2.4571e-04
 2049.000 0.92898003    -3.8221e-04
 2050.000 0.92931999     3.2275e-04
 2051.000 0.92974998    -3.6862e-04
 2052.000 0.93005997     4.3167e-04
 2053.000 0.93050003    -5.7757e-04
 2054.000 0.93069000     3.7808e-04
 2055.000 0.93100998    -1.5470e-04
 2056.000 0.93127998    -5.9109e-05
 2057.000 0.93153000     2.7120e-04
 2058.000 0.93188004    -4.2557e-04
 2059.000 0.93205002     3.5075e-04
 2060.000 0.93235001    -1.9739e-04
 2061.000 0.93258003     1.9057e-05
 2062.000 0.93275002    -2.3909e-04
 2063.000 0.93281998     3.3719e-04
 2064.000 0.93309998     1.5057e-04
 2065.000 0.93345001    -5.1924e-04
 2066.000 0.93349998     1.2599e-04
 2067.000 0.93361000     3.7553e-04
 2068.000 0.93396004    -1.8797e-04
 2069.000 0.93414001    -6.4399e-04
 2070.000 0.93403999     1.0839e-03
 2071.000 0.93448997    -3.9176e-04
 2072.000 0.93472000    -8.3664e-04
 2073.000 0.93453003     1.2183e-03
 2074.000 0.93488998    -7.3707e-04
 2075.000 0.93500000     2.3034e-04
 2076.000 0.93508003    -3.6417e-04
 2077.000 0.93508003     7.4616e-04
 2078.000 0.93538002    -8.2055e-04
 2079.000 0.93533997     4.9579e-04
 2080.000 0.93547997    -8.2287e-05
 2081.000 0.93566002     7.3683e-05
 2082.000 0.93583000    -2.7287e-04
 2083.000 0.93595001     7.1796e-04
 2084.000 0.93638000    -7.3908e-04
 2085.000 0.93651001     4.3844e-04
 2086.000 0.93680000    -5.4737e-05
 2087.000 0.93712997     2.0377e-05
 2088.000 0.93749001     1.5359e-04
 2089.000 0.93793999    -9.5020e-05
 2090.000 0.93832001    -1.9328e-04
 2091.000 0.93864998     5.6783e-04
 2092.000 0.93926003    -3.9759e-04
 2093.000 0.93973999     2.4203e-04
 2094.000 0.94028999    -1.5032e-04
 2095.000 0.94084000     3.5925e-04
 2096.000 0.94151001    -5.6663e-04
 2097.000 0.94195000     5.2709e-04
 2098.000 0.94262001    -1.6159e-04
 2099.000 0.94324997    -1.2105e-04
 2100.000 0.94383003     3.4643e-04
 2101.000 0.94455002    -4.2512e-04
 2102.000 0.94511002     3.9411e-04
 2103.000 0.94584999    -7.1452e-05
 2104.000 0.94653999    -4.0813e-04
 2105.000 0.94706001     6.8409e-04
 2106.000 0.94792999    -2.2848e-04
 2107.000 0.94865997    -6.1017e-04
 2108.000 0.94912003     1.0496e-03
 2109.000 0.95000999    -1.0087e-03
 2110.000 0.95051003     6.4562e-04
 2111.000 0.95116997    -6.1429e-04
 2112.000 0.95167000     8.5207e-04
 2113.000 0.95250000    -8.1417e-04
 2114.000 0.95296997     2.4441e-04
 2115.000 0.95347000     1.6870e-05
 2116.000 0.95402000    -1.2059e-05
 2117.000 0.95454002    -1.4853e-04
 2118.000 0.95500000     2.4593e-04
 2119.000 0.95551003    -5.3491e-04
 2120.000 0.95583000     7.5341e-04
 2121.000 0.95639000    -1.0386e-03
 2122.000 0.95651001     7.6114e-04
 2123.000 0.95692001    -2.6597e-04
 2124.000 0.95725998    -1.1747e-04
 2125.000 0.95752998     3.1608e-04
 2126.000 0.95791000    -4.8677e-04
 2127.000 0.95809998     4.9069e-04
 2128.000 0.95848000    -3.3572e-04
 2129.000 0.95874001     1.3213e-04
 2130.000 0.95900002    -1.9279e-04
 2131.000 0.95925003     5.7907e-04
 2132.000 0.95968002    -1.0436e-03
 2133.000 0.95966003     8.9548e-04
 2134.000 0.95997002    -5.5847e-04
 2135.000 0.96011002     3.1851e-04
 2136.000 0.96030998    -3.5577e-04
 2137.000 0.96040001     4.4495e-04
 2138.000 0.96060997    -7.0442e-04
 2139.000 0.96058998     9.9303e-04
 2140.000 0.96092003    -1.1675e-03
 2141.000 0.96077003     7.9669e-04
 2142.000 0.96091003    -2.7930e-04
 2143.000 0.96092003    -4.5951e-04
 2144.000 0.96078003     1.2174e-03
 2145.000 0.96117996    -1.1704e-03
 2146.000 0.96108002     4.6509e-04
 2147.000 0.96114998     3.2950e-04
 2148.000 0.96143997    -4.6289e-04
 2149.000 0.96148003     2.2447e-05
 2150.000 0.96148003     1.3278e-04
 2151.000 0.96158997     1.0606e-04
 2152.000 0.96170998    -4.9661e-04
 2153.000 0.96158997     4.4026e-04
 2154.000 0.96171997     2.3568e-04
 2155.000 0.96196999    -6.6290e-04
 2156.000 0.96188004     3.7614e-04
 2157.000 0.96194000     5.7835e-05
 2158.000 0.96208000    -1.2729e-04
 2159.000 0.96214996     3.1102e-05
 2160.000 0.96218002    -2.3653e-04
 2161.000 0.96211998     3.7439e-04
 2162.000 0.96222000    -3.0064e-04
 2163.000 0.96219002     4.8149e-05
 2164.000 0.96214996     4.7622e-05
 2165.000 0.96214996     1.6888e-06
 2166.000 0.96211998    -2.3428e-04
 2167.000 0.96195999     1.5540e-04
 2168.000 0.96188004     9.2892e-05
 2169.000 0.96185997    -1.6762e-04
 2170.000 0.96166000    -5.0183e-04
