Lick_bg_nearIR	Lick_bg_nearIR
Infrared	Infrared
nm	nm
	
1314.64	1.849014
1314.74	1.813185
1314.84	1.792079
1314.9399	1.680463
1315.04	1.854919
1315.14	1.864573
1315.24	1.861372
1315.34	1.759781
1315.4399	1.82013
1315.54	1.887477
1315.64	255.605423
1315.74	229.525909
1315.84	1.827546
1315.9399	1.863251
1316.04	1.872508
1316.14	1.930793
1316.24	1.886515
1316.34	1.87121
1316.4399	1.871126
1316.54	1.870756
1316.64	1.870516
1316.74	1.866021
1316.84	1.85111
1316.9399	1.400191
1317.04	1.588153
1317.14	1.812476
1317.24	1.836352
1317.34	1.862553
1317.4399	1.866083
1317.54	1.870157
1317.64	1.869544
1317.74	1.863672
1317.84	1.868842
1317.9399	1.847573
1318.04	1.859997
1318.14	1.86379
1318.24	1.814552
1318.34	1.431609
1318.4399	1.846656
1318.54	1.790722
1318.64	1.834085
1318.74	1.808703
1318.84	1.435407
1318.9399	1.839158
1319.04	1.859003
1319.14	1.862879
1319.24	1.795764
1319.34	1.772967
1319.4399	1.579602
1319.54	1.795702
1319.64	1.858864
1319.74	1.859932
1319.84	1.854725
1319.9399	1.840735
1320.04	1.658401
1320.14	1.074802
1320.24	1.79543
1320.34	1.658013
1320.4399	1.598875
1320.54	1.820962
1320.64	1.855575
1320.74	1.858351
1320.84	1.851292
1320.9399	1.848097
1321.04	81.530502
1321.14	56.772636
1321.24	1.84863
1321.34	1.755294
1321.4399	1.271864
1321.54	1.820497
1321.64	1.843197
1321.74	1.798739
1321.84	1.750966
1321.9399	1.854458
1322.04	1.847916
1322.14	1.714534
1322.24	1.845717
1322.34	1.81345
1322.4399	1.822449
1322.54	1.649819
1322.64	1.846415
1322.74	1.834929
1322.84	1.76811
1322.9399	1.406159
1323.04	1.817106
1323.14	1.718977
1323.24	1.37718
1323.34	1.783222
1323.4399	1.800105
1323.54	18.890162
1323.64	210.027557
1323.74	90.271782
1323.84	1.849816
1323.9399	1.838063
1324.04	1.395485
1324.14	1.689177
1324.24	1.761398
1324.34	1.605354
1324.4399	1.816811
1324.54	1.836157
1324.64	1.837716
1324.74	1.851764
1324.84	1.852324
1324.9399	1.851749
1325.04	1.845007
1325.14	1.834728
1325.24	1.832181
1325.34	1.567599
1325.4399	1.814167
1325.54	1.542737
1325.64	1.648222
1325.74	1.839741
1325.84	1.815658
1325.9399	1.726899
1326.04	1.845329
1326.14	1.847113
1326.24	1.840772
1326.34	1.689651
1326.4399	1.768696
1326.54	1.825424
1326.64	1.842562
1326.74	1.835334
1326.84	1.833928
1326.9399	1.516777
1327.04	1.693578
1327.14	1.498911
1327.24	1.734526
1327.34	1.833712
1327.4399	1.773588
1327.54	1.79633
1327.64	1.839266
1327.74	1.827427
1327.84	1.43707
1327.9399	1.796536
1328.04	1.826872
1328.14	1.819162
1328.24	1.791019
1328.34	1.122541
1328.4399	1.485599
1328.54	1.792824
1328.64	1.813984
1328.74	1.628254
1328.84	1.086694
1328.9399	1.778696
1329.04	1.805906
1329.14	1.730305
1329.24	1.10497
1329.34	1.692876
1329.4399	1.811113
1329.54	1.782874
1329.64	1.77738
1329.74	1.812675
1329.84	1.815822
1329.9399	1.821051
1330.04	1.639842
1330.14	18.599779
1330.24	30.177883
1330.34	1.816676
1330.4399	1.775537
1330.54	1.816508
1330.64	1.674305
1330.74	1.720594
1330.84	1.559106
1330.9399	1.493093
1331.04	1.670654
1331.14	1.760953
1331.24	1.48309
1331.34	0.92573
1331.4399	1.455813
1331.54	1.747049
1331.64	1.768563
1331.74	1.608851
1331.84	1.508737
1331.9399	1.284582
1332.04	1.36505
1332.14	1.781576
1332.24	1.795908
1332.34	7.323176
1332.4399	40.945087
1332.54	38.256359
1332.64	1.766651
1332.74	1.639338
1332.84	1.800435
1332.9399	1.784662
1333.04	1.576943
1333.14	1.690032
1333.24	1.800351
1333.34	1.808425
1333.4399	1.777075
1333.54	1.68594
1333.64	1.315188
1333.74	1.337173
1333.84	1.186432
1333.9399	1.547598
1334.04	1.610234
1334.14	1.305632
1334.24	1.794712
1334.34	1.817694
1334.4399	1.820149
1334.54	1.7961
1334.64	1.735046
1334.74	1.721548
1334.84	1.637878
1334.9399	1.083414
1335.04	1.76181
1335.14	1.811804
1335.24	1.813609
1335.34	1.809789
1335.4399	1.702543
1335.54	1.806488
1335.64	1.805962
1335.74	1.74511
1335.84	1.731564
1335.9399	0.929953
1336.04	0.981287
1336.14	1.401861
1336.24	1.77856
1336.34	1.795583
1336.4399	1.793036
1336.54	1.811558
1336.64	1.747987
1336.74	1.799457
1336.84	1.781687
1336.9399	1.475336
1337.04	1.671075
1337.14	1.246882
1337.24	1.742303
1337.34	1.755537
1337.4399	1.103714
1337.54	1.176836
1337.64	1.751364
1337.74	1.684139
1337.84	1.770672
1337.9399	1.410327
1338.04	0.958305
1338.14	1.734959
1338.24	1.791944
1338.34	1.798086
1338.4399	1.807081
1338.54	1.807589
1338.64	1.763187
1338.74	1.269984
1338.84	1.604661
1338.9399	1.769348
1339.04	1.791856
1339.14	1.7773
1339.24	1.289306
1339.34	1.286579
1339.4399	1.758615
1339.54	1.796377
1339.64	1.803235
1339.74	1.795273
1339.84	1.803742
1339.9399	1.791261
1340.04	5.984148
1340.14	14.806702
1340.24	1.238105
1340.34	1.434986
1340.4399	1.502627
1340.54	0.858458
1340.64	1.549007
1340.74	1.78393
1340.84	1.786045
1340.9399	1.738603
1341.04	1.794383
1341.14	1.759791
1341.24	1.740023
1341.34	1.140017
1341.4399	1.698193
1341.54	1.609365
1341.64	0.964857
1341.74	1.742525
1341.84	1.687649
1341.9399	1.795632
1342.04	18.235199
1342.14	10.05954
1342.24	26.58547
1342.34	1.775337
1342.4399	1.725959
1342.54	1.789504
1342.64	1.66644
1342.74	1.031109
1342.84	1.721493
1342.9399	1.685109
1343.04	1.713305
1343.14	1.742095
1343.24	1.49476
1343.34	1.623482
1343.4399	1.785865
1343.54	1.778488
1343.64	1.77228
1343.74	1.714136
1343.84	1.011154
1343.9399	1.525105
1344.04	0.724419
1344.14	1.101258
1344.24	1.147652
1344.34	1.522033
1344.4399	0.998351
1344.54	1.210445
1344.64	0.827918
1344.74	1.641874
1344.84	1.014086
1344.9399	1.618266
1345.04	1.773501
1345.14	1.779217
1345.24	1.749504
1345.34	1.759459
1345.4399	1.34548
1345.54	1.374424
1345.64	0.830516
1345.74	1.661044
1345.84	1.683357
1345.9399	0.912629
1346.04	1.655143
1346.14	1.719431
1346.24	1.490599
1346.34	1.692095
1346.4399	1.514857
1346.54	0.343928
1346.64	0.782938
1346.74	1.673215
1346.84	1.48164
1346.9399	1.698936
1347.04	1.706905
1347.14	1.705739
1347.24	1.184773
1347.34	1.641119
1347.4399	1.562756
1347.54	1.490054
1347.64	0.5779
1347.74	0.620123
1347.84	0.311361
1347.9399	0.602222
1348.04	0.966745
1348.14	0.816829
1348.24	1.433047
1348.34	0.868072
1348.4399	0.103014
1348.54	0.418691
1348.64	1.421306
1348.74	1.503276
1348.84	0.569708
1348.9399	0.741476
1349.04	1.294216
1349.14	1.624666
1349.24	0.940656
1349.34	1.284727
1349.4399	1.678879
1349.54	1.629398
1349.64	1.502167
1349.74	1.607409
1349.84	1.393797
1349.9399	0.519319
1350.04	1.403149
1350.14	1.272709
1350.24	0.247559
1350.34	0.270053
1350.4399	0.137648
1350.54	0.725568
1350.64	0.83273
1350.74	0.840751
1350.84	2.659942
1350.9399	4.43004
1351.04	1.242808
1351.14	1.375191
1351.24	1.293831
1351.34	1.363178
1351.4399	0.334777
1351.54	0.541822
1351.64	1.229375
1351.74	0.444981
1351.84	0.293798
1351.9399	0.957725
1352.04	0.84021
1352.14	1.49176
1352.24	1.445192
1352.34	1.115638
1352.4399	0.193451
1352.54	0.087661
1352.64	5.390574
1352.74	1.292465
1352.84	6.17369
1352.9399	0.860472
1353.04	0.203192
1353.14	0.001261
1353.24	0.157888
1353.34	0.592649
1353.4399	0.729711
1353.54	1.018836
1353.64	0.198439
1353.74	0.353984
1353.84	1.163748
1353.9399	1.322978
1354.04	1.110769
1354.14	0.393405
1354.24	0.188746
1354.34	0.030842
1354.4399	0.541954
1354.54	0.324238
1354.64	0.123103
1354.74	0.002537
1354.84	0.116698
1354.9399	0.079247
1355.04	0.027651
1355.14	0.403718
1355.24	0.194893
1355.34	0.766722
1355.4399	0.863357
1355.54	0.761789
1355.64	0.3228
1355.74	0.011843
1355.84	0.000105
1355.9399	0.093658
1356.04	0.547391
1356.14	0.574727
1356.24	0.767536
1356.34	0.24273
1356.4399	1.11358
1356.54	1.132467
1356.64	0.907044
1356.74	1.050158
1356.84	0.969545
1356.9399	0.481902
1357.04	0.010469
1357.14	0.000136
1357.24	0.117077
1357.34	0.554665
1357.4399	0.254538
1357.54	0.206963
1357.64	0.399506
1357.74	0.004609
1357.84	0.082162
1357.9399	0.745871
1358.04	0.905023
1358.14	0.785211
1358.24	0.24288
1358.34	0.059664
1358.4399	0.0005
1358.54	0.151051
1358.64	0.550142
1358.74	0.352771
1358.84	0.067344
1358.9399	0.752905
1359.04	0.977443
1359.14	0.421465
1359.24	0.224829
1359.34	0.282172
1359.4399	0.012626
1359.54	0.000091
1359.64	0.000487
1359.74	0.002939
1359.84	0.19255
1359.9399	0.39136
1360.04	0.810787
1360.14	0.805827
1360.24	0.141313
1360.34	0.197975
1360.4399	0.641523
1360.54	0.308984
1360.64	0.304374
1360.74	0.036053
1360.84	0.000086
1360.9399	0.015153
1361.04	0.006837
1361.14	0.009589
1361.24	0.113214
1361.34	0.102146
1361.4399	0.132184
1361.54	0.027227
1361.64	0.000094
1361.74	0.000085
1361.84	0.013811
1361.9399	0.009109
1362.04	0.000105
1362.14	0.015339
1362.24	0.010061
1362.34	0.000086
1362.4399	0.000065
1362.54	0.010489
1362.64	0.083388
1362.74	0.001791
1362.84	0.046635
1362.9399	0.265653
1363.04	0.269659
1363.14	0.825982
1363.24	1.063458
1363.34	0.989052
1363.4399	0.463453
1363.54	0.142196
1363.64	0.70487
1363.74	0.794664
1363.84	0.852356
1363.9399	0.31303
1364.04	0.257968
1364.14	0.099087
1364.24	0.006803
1364.34	0.291303
1364.4399	0.102755
1364.54	0.006066
1364.64	0.000068
1364.74	0.000076
1364.84	0.000578
1364.9399	0.035991
1365.04	0.054399
1365.14	0.28179
1365.24	0.13736
1365.34	0.002906
1365.4399	0.000073
1365.54	0.000122
1365.64	0.002716
1365.74	0.187569
1365.84	0.604088
1365.9399	0.862415
1366.04	0.97929
1366.14	1.007574
1366.24	0.458116
1366.34	0.723733
1366.4399	15.833839
1366.54	73.346313
1366.64	1.151013
1366.74	0.586492
1366.84	0.124289
1366.9399	0.269341
1367.04	0.962334
1367.14	2.096034
1367.24	0.535813
1367.34	0.914938
1367.4399	1.260806
1367.54	0.036867
1367.64	0.006327
1367.74	0.025779
1367.84	0.000412
1367.9399	0.010865
1368.04	0.185016
1368.14	0.088585
1368.24	0.055955
1368.34	0.126968
1368.4399	0.020372
1368.54	0.000101
1368.64	0.000082
1368.74	0.026767
1368.84	0.939418
1368.9399	3.090275
1369.04	0.507016
1369.14	12.477224
1369.24	30.734089
1369.34	0.343104
1369.4399	0.732627
1369.54	0.776291
1369.64	0.577802
1369.74	0.258165
1369.84	0.022921
1369.9399	0.000084
1370.04	0.001038
1370.14	0.050191
1370.24	0.273262
1370.34	0.512997
1370.4399	0.300175
1370.54	0.387315
1370.64	0.361857
1370.74	0.108882
1370.84	0.004478
1370.9399	0.00008
1371.04	0.00023
1371.14	0.036197
1371.24	0.027506
1371.34	7.171088
1371.4399	0.323725
1371.54	0.702139
1371.64	21.720697
1371.74	1.193931
1371.84	0.5847
1371.9399	0.554538
1372.04	0.078834
1372.14	0.005606
1372.24	0.004095
1372.34	0.245492
1372.4399	0.572382
1372.54	0.823985
1372.64	1.053629
1372.74	0.752636
1372.84	0.826325
1372.9399	0.217855
1373.04	0.272998
1373.14	0.835081
1373.24	0.812107
1373.34	0.155902
1373.4399	0.040154
1373.54	0.219874
1373.64	0.997774
1373.74	1.328019
1373.84	0.831636
1373.9399	0.836963
1374.04	0.390235
1374.14	1.067288
1374.24	0.850153
1374.34	0.606299
1374.4399	0.035669
1374.54	0.546911
1374.64	0.493647
1374.74	36.988754
1374.84	7.352788
1374.9399	0.000397
1375.04	0.03353
1375.14	0.776963
1375.24	1.190427
1375.34	1.31694
1375.4399	1.36931
1375.54	1.335393
1375.64	1.295372
1375.74	0.78526
1375.84	0.102462
1375.9399	0.042733
1376.04	0.581441
1376.14	0.161084
1376.24	0.369026
1376.34	1.210192
1376.4399	1.122018
1376.54	0.275789
1376.64	0.845568
1376.74	0.894689
1376.84	0.448374
1376.9399	0.008299
1377.04	0.021163
1377.14	0.100363
1377.24	0.044168
1377.34	0.73747
1377.4399	1.203265
1377.54	1.207219
1377.64	1.415722
1377.74	1.435926
1377.84	1.404068
1377.9399	1.339729
1378.04	1.152737
1378.14	0.483669
1378.24	0.932932
1378.34	0.829247
1378.4399	0.310926
1378.54	0.002255
1378.64	0.002432
1378.74	0.000509
1378.84	0.002071
1378.9399	0.02306
1379.04	0.538948
1379.14	0.935281
1379.24	0.720216
1379.34	0.308982
1379.4399	1.07382
1379.54	1.203959
1379.64	0.94059
1379.74	1.115928
1379.84	1.058375
1379.9399	0.857353
1380.04	0.272935
1380.14	0.006716
1380.24	0.137085
1380.34	0.181741
1380.4399	0.022029
1380.54	0.000157
1380.64	0.000102
1380.74	0.000103
1380.84	0.001028
1380.9399	0.015608
1381.04	0.009165
1381.14	0.000528
1381.24	0.105931
1381.34	0.522049
1381.4399	0.807014
1381.54	0.909135
1381.64	0.896186
1381.74	0.547405
1381.84	0.017671
1381.9399	0.048603
1382.04	0.099279
1382.14	10.443393
1382.24	16.799622
1382.34	3.234377
1382.4399	0.2298
1382.54	0.000107
1382.64	0.000107
1382.74	0.000108
1382.84	0.000108
1382.9399	0.000109
1383.04	0.000199
1383.14	0.020243
1383.24	0.329187
1383.34	0.492504
1383.4399	0.188257
1383.54	0.043282
1383.64	6.025196
1383.74	0.158657
1383.84	0.002356
1383.9399	0.004227
1384.04	0.187022
1384.14	16.381294
1384.24	147.359528
1384.34	0.604904
1384.4399	0.065187
1384.54	0.597918
1384.64	0.861624
1384.74	0.612664
1384.84	0.117733
1384.9399	0.012412
1385.04	0.009026
1385.14	0.000495
1385.24	0.074645
1385.34	0.043838
1385.4399	0.121192
1385.54	0.62216
1385.64	0.835507
1385.74	0.261291
1385.84	0.043614
1385.9399	0.161384
1386.04	5.790843
1386.14	0.815265
1386.24	0.462022
1386.34	0.082353
1386.4399	0.012474
1386.54	0.263233
1386.64	0.860458
1386.74	1.529404
1386.84	100.275093
1386.9399	1.365374
1387.04	0.524068
1387.14	0.65827
1387.24	1.086569
1387.34	1.201393
1387.4399	1.066152
1387.54	0.524949
1387.64	0.569934
1387.74	0.130364
1387.84	0.000646
1387.9399	0.002998
1388.04	0.024682
1388.14	0.001492
1388.24	0.011971
1388.34	0.000356
1388.4399	0.007924
1388.54	0.427131
1388.64	0.938377
1388.74	1.173
1388.84	1.174242
1388.9399	0.673212
1389.04	0.285424
1389.14	1.182563
1389.24	1.377336
1389.34	5.559521
1389.4399	1.293885
1389.54	1.185062
1389.64	1.154255
1389.74	0.692629
1389.84	0.065824
1389.9399	0.016407
1390.04	0.345323
1390.14	1.092801
1390.24	30.721462
1390.34	9.242746
1390.4399	1.33143
1390.54	1.278669
1390.64	0.483244
1390.74	0.251816
1390.84	0.734108
1390.9399	0.088115
1391.04	0.869255
1391.14	104.740456
1391.24	6.826015
1391.34	1.260886
1391.4399	1.241912
1391.54	1.14324
1391.64	0.405345
1391.74	0.519889
1391.84	0.776023
1391.9399	0.543979
1392.04	0.146072
1392.14	0.00164
1392.24	0.000241
1392.34	0.000176
1392.4399	0.000162
1392.54	0.000137
1392.64	0.000205
1392.74	0.0367
1392.84	0.194588
1392.9399	0.439183
1393.04	0.460065
1393.14	0.930298
1393.24	1.173804
1393.34	1.181967
1393.4399	1.04662
1393.54	0.723186
1393.64	1.302637
1393.74	1.115857
1393.84	0.446589
1393.9399	0.152719
1394.04	0.935332
1394.14	0.466986
1394.24	0.746246
1394.34	1.052195
1394.4399	0.889937
1394.54	2.57338
1394.64	0.064295
1394.74	0.114206
1394.84	0.126978
1394.9399	0.004222
1395.04	0.161635
1395.14	6.266292
1395.24	0.270558
1395.34	0.055659
1395.4399	0.015423
1395.54	0.00015
1395.64	0.007146
1395.74	0.051758
1395.84	0.010616
1395.9399	0.339714
1396.04	0.449442
1396.14	0.227821
1396.24	0.022191
1396.34	0.000166
1396.4399	0.00015
1396.54	0.00015
1396.64	0.002948
1396.74	0.142755
1396.84	0.488265
1396.9399	0.786956
1397.04	0.782344
1397.14	0.425297
1397.24	0.007661
1397.34	0.355203
1397.4399	0.980162
1397.54	1.218953
1397.64	4.02303
1397.74	3.76823
1397.84	1.402933
1397.9399	1.383967
1398.04	0.813359
1398.14	0.676739
1398.24	0.456281
1398.34	1.669835
1398.4399	2.578195
1398.54	84.905968
1398.64	103.488327
1398.74	1.809921
1398.84	1.345295
1398.9399	1.22204
1399.04	0.491669
1399.14	0.968712
1399.24	0.845541
1399.34	0.439077
1399.4399	0.049182
1399.54	0.000175
1399.64	0.04926
1399.74	0.849147
1399.84	0.544142
1399.9399	0.203063
1400.04	0.001312
1400.14	0.126291
1400.24	0.357053
1400.34	0.062363
1400.4399	0.042201
1400.54	0.019641
1400.64	0.000283
1400.74	0.000186
1400.84	0.030013
1400.9399	0.187334
1401.04	0.170419
1401.14	0.370463
1401.24	0.186703
1401.34	0.010861
1401.4399	0.030753
1401.54	0.001062
1401.64	0.157511
1401.74	0.256928
1401.84	4.160986
1401.9399	0.572799
1402.04	1.083759
1402.14	32.937366
1402.24	483.384338
1402.34	2.019907
1402.4399	1.46292
1402.54	1.443622
1402.64	1.162777
1402.74	1.332193
1402.84	1.057692
1402.9399	0.470542
1403.04	0.493568
1403.14	0.248268
1403.24	0.813751
1403.34	0.72318
1403.4399	1.38879
1403.54	1.410835
1403.64	1.233157
1403.74	0.411329
1403.84	1.106012
1403.9399	0.460858
1404.04	0.400694
1404.14	0.042101
1404.24	0.481225
1404.34	0.4111
1404.4399	1.715139
1404.54	1.264449
1404.64	0.49859
1404.74	0.230494
1404.84	0.018665
1404.9399	0.000186
1405.04	0.000294
1405.14	0.030513
1405.24	0.032473
1405.34	0.164204
1405.4399	0.168106
1405.54	0.926489
1405.64	1.195085
1405.74	0.986782
1405.84	20.943369
1405.9399	27.965546
1406.04	1.373334
1406.14	0.902589
1406.24	0.811732
1406.34	1.333444
1406.4399	1.316307
1406.54	1.157798
1406.64	0.575658
1406.74	0.105013
1406.84	0.200987
1406.9399	10.180638
1407.04	1.378133
1407.14	0.094479
1407.24	0.030048
1407.34	0.022423
1407.4399	0.104811
1407.54	0.00439
1407.64	0.346509
1407.74	0.963359
1407.84	1.195785
1407.9399	1.107157
1408.04	1.31587
1408.14	1.317343
1408.24	0.790385
1408.34	0.268674
1408.4399	1.005299
1408.54	0.871382
1408.64	253.134369
1408.74	112.713425
1408.84	0.507791
1408.9399	0.100932
1409.04	0.198305
1409.14	0.261334
1409.24	0.009366
1409.34	0.031748
1409.4399	0.022258
1409.54	0.001219
1409.64	0.013829
1409.74	0.429715
1409.84	0.654116
1409.9399	0.102189
1410.04	0.587321
1410.14	1.62618
1410.24	188.376343
1410.34	128.568375
1410.4399	0.61454
1410.54	0.872218
1410.64	7.453691
1410.74	74.119949
1410.84	1.388052
1410.9399	1.234025
1411.04	0.306738
1411.14	0.87691
1411.24	0.278425
1411.34	0.927063
1411.4399	0.961393
1411.54	0.370984
1411.64	1.228349
1411.74	1.160152
1411.84	1.418474
1411.9399	0.919076
1412.04	1.137377
1412.14	0.729318
1412.24	0.060105
1412.34	0.026715
1412.4399	0.278259
1412.54	0.805792
1412.64	0.829158
1412.74	1.452424
1412.84	1.550594
1412.9399	1.600913
1413.04	1.425845
1413.14	1.388181
1413.24	1.503174
1413.34	298.356598
1413.4399	452.559753
1413.54	0.284869
1413.64	0.344563
1413.74	0.554796
1413.84	1.13523
1413.9399	0.877747
1414.04	0.208514
1414.14	0.001134
1414.24	0.002476
1414.34	0.270108
1414.4399	0.783032
1414.54	0.382877
1414.64	0.015703
1414.74	0.020132
1414.84	0.162496
1414.9399	0.337088
1415.04	0.887469
1415.14	0.681682
1415.24	0.732143
1415.34	0.107574
1415.4399	0.282815
1415.54	0.887724
1415.64	0.959367
1415.74	0.933464
1415.84	0.907771
1415.9399	1.4978
1416.04	1.084316
1416.14	1.343396
1416.24	151.90303
1416.34	404.253632
1416.4399	1.559836
1416.54	1.066987
1416.64	0.9949
1416.74	0.983934
1416.84	1.349748
1416.9399	0.49603
1417.04	1.229977
1417.14	1.058288
1417.24	1.134239
1417.34	1.399009
1417.4399	1.214526
1417.54	0.309027
1417.64	0.104034
1417.74	0.8674
1417.84	1.133916
1417.9399	1.42206
1418.04	0.698008
1418.14	0.495313
1418.24	1.360283
1418.34	1.464274
1418.4399	1.467697
1418.54	255.180374
1418.64	605.996948
1418.74	0.559714
1418.84	0.272567
1418.9399	0.002677
1419.04	0.155039
1419.14	0.340529
1419.24	36.201126
1419.34	15.634239
1419.4399	0.297816
1419.54	0.632315
1419.64	0.089061
1419.74	0.64913
1419.84	1.225481
1419.9399	0.816206
1420.04	0.328563
1420.14	0.754073
1420.24	1.407838
1420.34	1.410599
1420.4399	0.714455
1420.54	0.548772
1420.64	0.522476
1420.74	0.516832
1420.84	1.044915
1420.9399	1.471357
1421.04	1.343201
1421.14	0.372729
1421.24	1.076998
1421.34	1.45895
1421.4399	1.347661
1421.54	0.409264
1421.64	0.833176
1421.74	1.236975
1421.84	1.506967
1421.9399	1.364405
1422.04	1.27481
1422.14	1.378823
1422.24	1.132186
1422.34	1.554487
1422.4399	1.528207
1422.54	1.467359
1422.64	7.075888
1422.74	123.76339
1422.84	0.541793
1422.9399	1.396227
1423.04	1.383456
1423.14	0.626468
1423.24	0.231603
1423.34	0.598356
1423.4399	0.115344
1423.54	1.045006
1423.64	1.344792
1423.74	0.870023
1423.84	0.072315
1423.9399	0.066054
1424.04	0.30341
1424.14	0.456707
1424.24	1.379238
1424.34	1.512971
1424.4399	1.464899
1424.54	1.361785
1424.64	1.406435
1424.74	1.255973
1424.84	1.338011
1424.9399	0.722001
1425.04	1.223432
1425.14	1.449875
1425.24	1.182653
1425.34	0.326014
1425.4399	1.250119
1425.54	0.967749
1425.64	0.207173
1425.74	0.44474
1425.84	0.868925
1425.9399	0.355422
1426.04	1.023847
1426.14	1.364975
1426.24	1.546493
1426.34	1.457331
1426.4399	0.949863
1426.54	2.875724
1426.64	78.134422
1426.74	1.949621
1426.84	0.879535
1426.9399	1.402026
1427.04	1.462189
1427.14	0.967947
1427.24	0.860574
1427.34	0.218311
1427.4399	1.161902
1427.54	1.12156
1427.64	0.847209
1427.74	0.388136
1427.84	0.762067
1427.9399	1.165825
1428.04	1.243922
1428.14	0.354759
1428.24	0.396741
1428.34	1.073338
1428.4399	0.505458
1428.54	1.057981
1428.64	0.60962
1428.74	1.177486
1428.84	0.939323
1428.9399	0.38082
1429.04	0.350849
1429.14	2.000545
1429.24	81.339203
1429.34	79.379517
1429.4399	2.382595
1429.54	1.340816
1429.64	0.898775
1429.74	1.422152
1429.84	1.055708
1429.9399	0.148806
1430.04	0.958976
1430.14	1.434036
1430.24	1.524455
1430.34	1.549006
1430.4399	1.56074
1430.54	1.55834
1430.64	1.555051
1430.74	1.53505
1430.84	1.401914
1430.9399	0.935674
1431.04	0.959265
1431.14	0.339913
1431.24	0.172202
1431.34	0.912606
1431.4399	0.949588
1431.54	0.660051
1431.64	0.044754
1431.74	0.602638
1431.84	0.656562
1431.9399	0.46136
1432.04	0.801212
1432.14	1.299976
1432.24	0.727396
1432.34	0.223733
1432.4399	0.015695
1432.54	0.071418
1432.64	0.475683
1432.74	0.636772
1432.84	1.260254
1432.9399	0.372376
1433.04	1.231857
1433.14	0.917286
1433.24	1.353483
1433.34	1.501251
1433.4399	1.142872
1433.54	1.446363
1433.64	1.098607
1433.74	0.649236
1433.84	1.352828
1433.9399	1.144442
1434.04	1.172043
1434.14	41.843414
1434.24	167.942581
1434.34	0.346525
1434.4399	5.803933
1434.54	1.384341
1434.64	1.078811
1434.74	1.340006
1434.84	1.0018
1434.9399	1.272978
1435.04	1.46984
1435.14	2.241715
1435.24	10.978782
1435.34	1.165123
1435.4399	1.414665
1435.54	1.149485
1435.64	944.781433
1435.74	174.412994
1435.84	1.469404
1435.9399	0.965297
1436.04	0.604715
1436.14	0.14424
1436.24	1.021487
1436.34	0.820235
1436.4399	1.203632
1436.54	0.889383
1436.64	1.466009
1436.74	1.16696
1436.84	6.996253
1436.9399	35.394669
1437.04	0.806824
1437.14	1.139275
1437.24	0.37821
1437.34	1.424238
1437.4399	257.086914
1437.54	0.517244
1437.64	0.492482
1437.74	0.126093
1437.84	0.25685
1437.9399	3.264035
1438.04	1.917453
1438.14	0.902074
1438.24	1.246084
1438.34	1.42723
1438.4399	1.428093
1438.54	0.953801
1438.64	0.923629
1438.74	1.488463
1438.84	1.501559
1438.9399	1.409963
1439.04	1.298569
1439.14	1.277906
1439.24	11.922733
1439.34	1.087606
1439.4399	0.147019
1439.54	0.366683
1439.64	0.182846
1439.74	53.879463
1439.84	18.856901
1439.9399	1.426127
1440.04	1.056082
1440.14	1.158784
1440.24	31.208416
1440.34	3.959124
1440.4399	16.015835
1440.54	0.86566
1440.64	1.279208
1440.74	1.333408
1440.84	1.207469
1440.9399	1.071214
1441.04	1.275552
1441.14	1.372099
1441.24	1.112893
1441.34	0.940691
1441.4399	0.152373
1441.54	0.137542
1441.64	0.926351
1441.74	1.235103
1441.84	1.215059
1441.9399	1.45533
1442.04	1.398998
1442.14	4.412214
1442.24	0.683049
1442.34	1.350529
1442.4399	1.121072
1442.54	1.436919
1442.64	8.904536
1442.74	9.222833
1442.84	0.189397
1442.9399	0.060686
1443.04	0.394688
1443.14	1.015917
1443.24	1.420554
1443.34	1.440739
1443.4399	1.478864
1443.54	1.502088
1443.64	1.424886
1443.74	1.241734
1443.84	1.492753
1443.9399	1.471689
1444.04	0.97459
1444.14	1.089123
1444.24	1.352759
1444.34	0.623117
1444.4399	1.103426
1444.54	1.062488
1444.64	1.490177
1444.74	1.451486
1444.84	1.430111
1444.9399	1.372588
1445.04	1.411277
1445.14	1.185418
1445.24	0.798185
1445.34	0.961307
1445.4399	0.701445
1445.54	0.060406
1445.64	0.007476
1445.74	0.003612
1445.84	0.02479
1445.9399	0.554056
1446.04	1.078102
1446.14	2.104446
1446.24	1.117555
1446.34	1.380669
1446.4399	1.440203
1446.54	1.32976
1446.64	1.474702
1446.74	1.448415
1446.84	25.498728
1446.9399	202.11322
1447.04	1.197888
1447.14	0.48587
1447.24	1.298416
1447.34	0.776453
1447.4399	1.343464
1447.54	1.204287
1447.64	1.50005
1447.74	1.530029
1447.84	1.532737
1447.9399	1.522812
1448.04	1.497038
1448.14	0.98867
1448.24	0.713291
1448.34	1.396011
1448.4399	1.517102
1448.54	1.477596
1448.64	1.313301
1448.74	0.99272
1448.84	1.421882
1448.9399	1.262681
1449.04	1.519545
1449.14	1.440351
1449.24	1.460755
1449.34	1.499592
1449.4399	1.402665
1449.54	1.237947
1449.64	1.415942
1449.74	1.32347
1449.84	0.492466
1449.9399	1.278802
1450.04	1.352204
1450.14	0.644653
1450.24	2.667301
1450.34	2.000061
1450.4399	0.996529
1450.54	0.368394
1450.64	0.004651
1450.74	0.294501
1450.84	0.673378
1450.9399	0.752224
1451.04	0.718234
1451.14	0.095494
1451.24	0.661334
1451.34	1.138167
