Lick_bg_nearIR	Lick_bg_nearIR
Infrared	Infrared
nm	nm
	
1910.8401	1.052105
1910.9398	1.018492
1911.04	1.00675
1911.14	1.336389
1911.24	1.076739
1911.3401	1.904321
1911.4398	1.338155
1911.54	1.128267
1911.64	1.118831
1911.74	1.120213
1911.8401	1.121167
1911.9398	1.106805
1912.04	1.08123
1912.14	1.101689
1912.24	1.028808
1912.3401	1.01015
1912.4398	1.077385
1912.54	1.072252
1912.64	1.08537
1912.74	1.06317
1912.8401	1.100309
1912.9398	1.043414
1913.04	1.062226
1913.14	1.100479
1913.24	1.135037
1913.3401	1.142504
1913.4398	1.143924
1913.54	1.145315
1913.64	1.146749
1913.74	1.148161
1913.8401	1.149574
1913.9398	1.150514
1914.04	1.143517
1914.14	1.130502
1914.24	1.123563
1914.3401	1.149546
1914.4398	1.157581
1914.54	1.126459
1914.64	1.081345
1914.74	1.108648
1914.8401	1.161391
1914.9398	1.145765
1915.04	1.055691
1915.14	1.003863
1915.24	1.007728
1915.3401	1.060748
1915.4398	0.988164
1915.54	0.972336
1915.64	0.979807
1915.74	0.998564
1915.8401	1.034938
1915.9398	1.099524
1916.04	1.168493
1916.14	1.18252
1916.24	1.183276
1916.3401	1.183713
1916.4398	1.163166
1916.54	1.176024
1916.64	1.175207
1916.74	1.191015
1916.8401	1.157944
1916.9398	1.071684
1917.04	1.079385
1917.14	1.18339
1917.24	1.166695
1917.3401	1.033702
1917.4398	0.976673
1917.54	0.951182
1917.64	0.938477
1917.74	0.934919
1917.8401	0.93132
1917.9398	0.930482
1918.04	0.934543
1918.14	0.960137
1918.24	0.949584
1918.3401	0.936949
1918.4398	0.940457
1918.54	0.949079
1918.64	0.951786
1918.74	0.96047
1918.8401	0.970163
1918.9398	0.987561
1919.04	1.02045
1919.14	1.027108
1919.24	1.12408
1919.3401	277.416412
1919.4398	5.513257
1919.54	1.201502
1919.64	1.231557
1919.74	1.235861
1919.8401	1.237376
1919.9398	1.238852
1920.04	1.240321
1920.14	1.237259
1920.24	1.21894
1920.3401	1.22313
1920.4398	1.240571
1920.54	1.247846
1920.64	1.249534
1920.74	1.25106
1920.8401	1.252589
1920.9398	1.254084
1921.04	1.255653
1921.14	1.256556
1921.24	1.235727
1921.3401	1.169897
1921.4398	1.121276
1921.54	1.157422
1921.64	1.220475
1921.74	1.191467
1921.8401	1.031107
1921.9398	0.993058
1922.04	0.97932
1922.14	0.975312
1922.24	1.03172
1922.3401	0.962232
1922.4398	0.962756
1922.54	0.946774
1922.64	0.945008
1922.74	0.98644
1922.8401	1.072365
1922.9398	0.977776
1923.04	0.954006
1923.14	0.947143
1923.24	0.952768
1923.3401	0.96441
1923.4398	0.981088
1923.54	1.009968
1923.64	1.0741
1923.74	1.161903
1923.8401	1.289046
1923.9398	1.300665
1924.04	1.302315
1924.14	1.302221
1924.24	1.305567
1924.3401	1.307136
1924.4398	1.306622
1924.54	1.269135
1924.64	1.227799
1924.74	1.085045
1924.8401	1.18877
1924.9398	556.227722
1925.04	655.0271
1925.14	388.870422
1925.24	0.940407
1925.3401	0.9328
1925.4398	0.927213
1925.54	0.924864
1925.64	0.924006
1925.74	0.93305
1925.8401	0.942505
1925.9398	0.994397
1926.04	1.274836
1926.14	1.134609
1926.24	0.965279
1926.3401	0.956193
1926.4398	1.002639
1926.54	1.02743
1926.64	1.033929
1926.74	1.148893
1926.8401	1.324853
1926.9398	1.334046
1927.04	1.328843
1927.14	1.352327
1927.24	1.353607
1927.3401	1.352947
1927.4398	1.246327
1927.54	1.149675
1927.64	1.307185
1927.74	1.204551
1927.8401	1.109834
1927.9398	1.007364
1928.04	1.009342
1928.14	1.047324
1928.24	1.16352
1928.3401	1.20818
1928.4398	1.327529
1928.54	1.375169
1928.64	1.377236
1928.74	1.37879
1928.8401	1.349609
1928.9398	1.222168
1929.04	1.109119
1929.14	1.040329
1929.24	1.002321
1929.3401	0.987216
1929.4398	0.988604
1929.54	1.076702
1929.64	1.024344
1929.74	0.966093
1929.8401	0.981532
1929.9398	1.068512
1930.04	1.109106
1930.14	1.29212
1930.24	1.402143
1930.3401	1.395459
1930.4398	1.35377
1930.54	1.142206
1930.64	1.074142
1930.74	1.179263
1930.8401	1.336928
1930.9398	1.413928
1931.04	1.308544
1931.14	1.37596
1931.24	1.393587
1931.3401	1.164243
1931.4398	1.222163
1931.54	1.248086
1931.64	1.173116
1931.74	1.057814
1931.8401	1.284721
1931.9398	1.430301
1932.04	1.298361
1932.14	1.032224
1932.24	0.960286
1932.3401	0.937476
1932.4398	0.934535
1932.54	0.933783
1932.64	0.983445
1932.74	1.204229
1932.8401	1.217519
1932.9398	1.421532
1933.04	1.148439
1933.14	0.995834
1933.24	0.946623
1933.3401	0.948557
1933.4398	0.951827
1933.54	0.974074
1933.64	1.013547
1933.74	1.101685
1933.8401	1.288993
1933.9398	1.440908
1934.04	1.470006
1934.14	1.437608
1934.24	1.250141
1934.3401	1.106222
1934.4398	1.103828
1934.54	1.377621
1934.64	1.150588
1934.74	0.981218
1934.8401	0.930517
1934.9398	123.044228
1935.04	386.617096
1935.14	1.015734
1935.24	0.910668
1935.3401	0.906617
1935.4398	0.909059
1935.54	0.938951
1935.64	1.250033
1935.74	1.026487
1935.8401	1.104658
1935.9398	1.00379
1936.04	0.98894
1936.14	1.056025
1936.24	1.089924
1936.3401	1.145381
1936.4398	1.343098
1936.54	1.50972
1936.64	1.514715
1936.74	1.367496
1936.8401	1.131084
1936.9398	1.035529
1937.04	0.980387
1937.14	0.973565
1937.24	1.062974
1937.3401	1.371174
1937.4398	1.040591
1937.54	0.971124
1937.64	0.99243
1937.74	1.034889
1937.8401	1.188036
1937.9398	1.477973
1938.04	1.530322
1938.14	1.314289
1938.24	1.268794
1938.3401	1.327148
1938.4398	1.024761
1938.54	0.983416
1938.64	0.992396
1938.74	1.0264
1938.8401	1.100816
1938.9398	1.266583
1939.04	1.510557
1939.14	1.562745
1939.24	1.512
1939.3401	1.285985
1939.4398	1.191466
1939.54	1.274694
1939.64	1.533984
1939.74	1.57952
1939.8401	56.679798
1939.9398	28.190485
1940.04	77.553497
1940.14	1.000018
1940.24	0.951161
1940.3401	0.958781
1940.4398	1.025819
1940.54	0.967948
1940.64	0.945151
1940.74	1.100362
1940.8401	1.19135
1940.9398	1.540086
1941.04	1.425766
1941.14	1.081558
1941.24	1.034896
1941.3401	1.20588
1941.4398	1.538194
1941.54	1.511881
1941.64	1.513703
1941.74	1.115214
1941.8401	1.037899
1941.9398	1.357612
1942.04	1.028714
1942.14	0.914068
1942.24	0.896021
1942.3401	0.907132
1942.4398	0.898846
1942.54	0.883803
1942.64	0.885424
1942.74	0.923604
1942.8401	1.001623
1942.9398	1.173359
1943.04	0.90968
1943.14	0.900689
1943.24	0.954315
1943.3401	0.940018
1943.4398	0.98753
1943.54	1.220954
1943.64	1.516122
1943.74	1.626095
1943.8401	1.258087
1943.9398	1.017715
1944.04	0.987386
1944.14	1.093237
1944.24	1.075168
1944.3401	1.295573
1944.4398	1.33549
1944.54	1.278498
1944.64	1.208044
1944.74	1.365009
1944.8401	1.659294
1944.9398	1.563206
1945.04	1.218119
1945.14	1.219336
1945.24	0.983641
1945.3401	1.252158
1945.4398	1.082942
1945.54	0.994657
1945.64	0.991421
1945.74	1.115779
1945.8401	1.046787
1945.9398	0.999867
1946.04	1.255968
1946.14	1.057714
1946.24	1.307798
1946.3401	1.235265
1946.4398	0.993463
1946.54	0.953858
1946.64	0.997599
1946.74	0.895804
1946.8401	0.934727
1946.9398	1.046597
1947.04	1.173151
1947.14	1.629113
1947.24	1.257508
1947.3401	1.06118
1947.4398	1.221881
1947.54	1.391351
1947.64	1.056934
1947.74	1.005631
1947.8401	0.972829
1947.9398	1.009872
1948.04	1.146825
1948.14	1.481818
1948.24	1.527361
1948.3401	1.105737
1948.4398	1.116117
1948.54	1.564339
1948.64	1.139421
1948.74	1.106667
1948.8401	1.008077
1948.9398	0.93443
1949.04	1.10244
1949.14	1.281964
1949.24	1.297547
1949.3401	1.187294
1949.4398	1.521868
1949.54	1.136634
1949.64	1.132183
1949.74	0.910638
1949.8401	0.999109
1949.9398	1.42207
1950.04	1.3004
1950.14	1.094467
1950.24	0.932703
1950.3401	0.954502
1950.4398	1.495251
1950.54	1.180175
1950.64	0.959961
1950.74	1.18782
1950.8401	1.364621
1950.9398	1.560809
1951.04	1.726088
1951.14	0.932765
1951.24	1.059267
1951.3401	3.875611
1951.4398	1.142305
1951.54	1.082423
1951.64	1.225672
1951.74	8.430353
1951.8401	147.134735
1951.9398	37.965069
1952.04	1.024245
1952.14	1.590369
1952.24	1.956017
1952.3401	1.068654
1952.4398	0.995782
1952.54	1.256805
1952.64	1.668424
1952.74	1.27615
1952.8401	15.800405
1952.9398	4.102287
1953.04	1.110186
1953.14	1.681702
1953.24	1.677771
1953.3401	1.767204
1953.4398	1.240672
1953.54	1.230651
1953.64	1.670898
1953.74	1.176492
1953.8401	1.016322
1953.9398	0.995977
1954.04	2.561007
1954.14	2.706734
1954.24	1.288844
1954.3401	1.756464
1954.4398	1.305005
1954.54	1.432847
1954.64	1.70086
1954.74	1.105879
1954.8401	1.026227
1954.9398	1.11605
1955.04	1.450071
1955.14	1.715342
1955.24	1.257845
1955.3401	1.161683
1955.4398	2.028072
1955.54	24.380932
1955.64	1.857028
1955.74	1.371732
1955.8401	1.323334
1955.9398	43.391346
1956.04	131.953903
1956.14	6.242513
1956.24	84.638794
1956.3401	1.231097
1956.4398	1.701508
1956.54	1.306844
1956.64	1.766069
1956.74	1.534235
1956.8401	1.131757
1956.9398	1.42075
1957.04	1.210361
1957.14	1.553905
1957.24	2.286725
1957.3401	13.609235
1957.4398	1.23012
1957.54	1.091096
1957.64	1.283824
1957.74	1.838248
1957.8401	1.768862
1957.9398	1.356575
1958.04	1.523062
1958.14	1.21688
1958.24	1.51217
1958.3401	1.844076
1958.4398	1.364474
1958.54	1.055327
1958.64	1.126368
1958.74	1.420577
1958.8401	1.735484
1958.9398	1.587704
1959.04	1.217635
1959.14	1.698985
1959.24	5.025864
1959.3401	113.130043
1959.4398	3.852703
1959.54	1.693974
1959.64	1.187522
1959.74	0.978905
1959.8401	0.960201
1959.9398	1.159558
1960.04	1.733095
1960.14	1.130197
1960.24	0.934664
1960.3401	0.98704
1960.4398	0.914732
1960.54	1.057575
1960.64	1.511531
1960.74	0.991368
1960.8401	1.150108
1960.9398	1.665627
1961.04	1.663507
1961.14	1.318283
1961.24	0.957209
1961.3401	0.936782
1961.4398	1.1513
1961.54	1.635178
1961.64	0.989621
1961.74	0.978755
1961.8401	69.188744
1961.9398	31.220343
1962.04	1.454436
1962.14	1.877402
1962.24	1.116373
1962.3401	1.00346
1962.4398	0.976438
1962.54	1.017889
1962.64	1.427543
1962.74	1.987184
1962.8401	1.803463
1962.9398	1.134447
1963.04	1.046307
1963.14	1.095137
1963.24	1.386824
1963.3401	2.010051
1963.4398	1.72776
1963.54	1.3549
1963.64	1.101562
1963.74	1.389765
1963.8401	1.08981
1963.9398	1.531696
1964.04	1.909421
1964.14	6.484853
1964.24	396.500305
1964.3401	23.180607
1964.4398	1.429693
1964.54	1.239392
1964.64	1.962867
1964.74	1.574885
1964.8401	1.069696
1964.9398	0.955547
1965.04	0.969408
1965.14	1.039347
1965.24	1.53806
1965.3401	2.05887
1965.4398	1.357876
1965.54	1.000047
1965.64	0.951855
1965.74	1.045901
1965.8401	1.289074
1965.9398	1.866392
1966.04	1.8524
1966.14	1.117995
1966.24	0.972084
1966.3401	0.937328
1966.4398	0.968638
1966.54	1.227686
1966.64	2.020862
1966.74	1.389773
1966.8401	1.022064
1966.9398	0.944066
1967.04	0.94041
1967.14	0.98179
1967.24	1.349489
1967.3401	2.026547
1967.4398	1.219546
1967.54	0.965872
1967.64	0.923003
1967.74	67.8255
1967.8401	118.150002
1967.9398	1.687532
1968.04	2.041509
1968.14	1.218079
1968.24	0.971242
1968.3401	1.027612
1968.4398	0.928684
1968.54	0.966212
1968.64	1.393844
1968.74	1.934474
1968.8401	1.087374
1968.9398	0.921195
1969.04	0.892864
1969.14	0.901004
1969.24	0.991522
1969.3401	1.463265
1969.4398	1.942963
1969.54	1.077128
1969.64	0.92352
1969.74	1.066627
1969.8401	46.590981
1969.9398	44.958057
1970.04	1.756965
1970.14	78.210228
1970.24	461.828949
1970.3401	0.944397
1970.4398	0.879897
1970.54	0.874823
1970.64	0.892423
1970.74	0.992913
1970.8401	1.826898
1970.9398	1.237494
1971.04	1.147961
1971.14	1.183291
1971.24	0.901155
1971.3401	0.93927
1971.4398	1.106507
1971.54	1.923414
1971.64	1.780201
1971.74	1.058885
1971.8401	1.169043
1971.9398	1.024393
1972.04	0.900217
1972.14	1.004639
1972.24	1.679626
1972.3401	1.806661
1972.4398	0.995013
1972.54	0.890312
1972.64	0.866058
1972.74	0.865718
1972.8401	0.881544
1972.9398	0.907273
1973.04	1.500187
1973.14	1.21475
1973.24	0.884093
1973.3401	0.860844
1973.4398	32.957428
1973.54	45.366798
1973.64	0.876124
1973.74	82.208176
1973.8401	2.17902
1973.9398	1.028516
1974.04	1.063587
1974.14	1.294834
1974.24	1.730314
1974.3401	1.121649
1974.4398	0.903519
1974.54	1.155108
1974.64	1.291124
1974.74	0.871951
1974.8401	0.841241
1974.9398	0.844134
1975.04	0.901918
1975.14	331.463501
1975.24	5.472132
1975.3401	1.305121
1975.4398	1.000189
1975.54	0.887156
1975.64	0.915462
1975.74	0.88557
1975.8401	1.127876
1975.9398	1.197668
1976.04	0.915493
1976.14	1.354591
1976.24	0.886002
1976.3401	0.844945
1976.4398	0.847256
1976.54	0.832027
1976.64	0.841231
1976.74	0.84731
1976.8401	0.860834
1976.9398	1.153619
1977.04	0.845571
1977.14	517.718201
1977.24	418.877289
1977.3401	0.834397
1977.4398	0.931225
1977.54	1.070226
1977.64	0.903707
1977.74	1.075641
1977.8401	0.851512
1977.9398	0.920012
1978.04	0.895652
1978.14	0.837267
1978.24	0.832984
1978.3401	0.830945
1978.4398	0.909426
1978.54	0.999314
1978.64	0.979867
1978.74	0.918294
1978.8401	0.833033
1978.9398	0.843881
1979.04	0.841222
1979.14	0.837207
1979.24	0.868616
1979.3401	0.94587
1979.4398	0.860469
1979.54	0.898877
1979.64	1.140067
1979.74	1.692507
1979.8401	1.497872
1979.9398	2.128682
1980.04	1.124647
1980.14	0.973552
1980.24	0.892783
1980.3401	1.27357
1980.4398	1.469275
1980.54	1.432168
1980.64	1.277121
1980.74	0.880659
1980.8401	0.857231
1980.9398	0.872871
1981.04	0.843997
1981.14	0.856128
1981.24	0.835338
1981.3401	0.835252
1981.4398	0.837859
1981.54	0.848164
1981.64	0.835368
1981.74	0.889992
1981.8401	0.84997
1981.9398	0.83081
1982.04	0.839854
1982.14	0.831452
1982.24	0.82633
1982.3401	0.821359
1982.4398	0.841818
1982.54	0.832105
1982.64	0.875003
1982.74	0.867323
1982.8401	0.980354
1982.9398	0.922019
1983.04	1.267131
1983.14	1.003355
1983.24	0.841048
1983.3401	0.831827
1983.4398	0.831839
1983.54	0.826547
1983.64	0.825586
1983.74	0.82103
1983.8401	0.821178
1983.9398	274.177063
1984.04	62.896961
1984.14	0.819724
1984.24	0.830586
1984.3401	0.835719
1984.4398	0.877946
1984.54	0.832339
1984.64	0.827838
1984.74	0.825801
1984.8401	0.831525
1984.9398	0.832597
1985.04	0.846972
1985.14	0.987333
1985.24	1.533013
1985.3401	0.923805
1985.4398	0.850253
1985.54	0.831482
1985.64	0.822107
1985.74	0.834343
1985.8401	0.828159
1985.9398	0.819855
1986.04	0.839085
1986.14	0.832085
1986.24	0.822684
1986.3401	0.840387
1986.4398	0.842659
1986.54	0.837622
1986.64	0.886316
1986.74	0.917058
1986.8401	1.076849
1986.9398	2.061951
1987.04	1.405001
1987.14	1.903262
1987.24	1.00461
1987.3401	0.886589
1987.4398	0.847571
1987.54	0.846879
1987.64	0.859852
1987.74	0.841988
1987.8401	0.825162
1987.9398	0.911457
1988.04	0.837516
1988.14	0.833426
1988.24	0.882945
1988.3401	0.827929
1988.4398	0.831509
1988.54	0.833312
1988.64	0.826765
1988.74	0.825379
1988.8401	0.824346
1988.9398	0.836774
1989.04	0.902374
1989.14	14.46037
1989.24	5.516199
1989.3401	9.890079
1989.4398	0.825794
1989.54	0.840805
1989.64	0.848248
1989.74	0.954253
1989.8401	1.185252
1989.9398	0.885401
1990.04	0.941136
1990.14	1.830428
1990.24	1.537093
1990.3401	1.057635
1990.4398	0.889318
1990.54	0.889663
1990.64	0.965955
1990.74	1.606169
1990.8401	0.926023
1990.9398	0.841469
1991.04	0.829843
1991.14	0.825819
1991.24	0.831963
1991.3401	0.815081
1991.4398	0.814881
1991.54	0.832948
1991.64	0.820431
1991.74	0.814971
1991.8401	0.841921
1991.9398	0.912655
1992.04	0.828845
1992.14	0.822885
1992.24	0.826396
1992.3401	24.751993
1992.4398	1.098706
1992.54	0.843872
1992.64	23.328136
1992.74	2.51796
1992.8401	0.81887
1992.9398	0.815476
1993.04	0.833957
1993.14	0.832232
1993.24	0.826396
1993.3401	0.834593
1993.4398	0.844922
1993.54	0.843774
1993.64	0.823034
1993.74	0.819522
1993.8401	0.851782
1993.9398	0.866093
1994.04	0.870804
1994.14	1.572737
1994.24	1.383374
1994.3401	0.959165
1994.4398	0.836106
1994.54	0.839512
1994.64	0.890408
1994.74	1.06664
1994.8401	0.836329
1994.9398	0.854714
1995.04	0.825834
1995.14	0.915652
1995.24	0.916743
1995.3401	0.834236
1995.4398	0.898726
1995.54	0.914991
1995.64	1.602322
1995.74	1.165699
1995.8401	0.859893
1995.9398	0.9144
1996.04	1.010248
1996.14	0.970525
1996.24	1.020312
1996.3401	0.948089
1996.4398	0.858368
1996.54	1.254073
1996.64	1.073292
1996.74	1.438822
1996.8401	1.337437
1996.9398	1.174439
1997.04	1.111695
1997.14	1.062136
1997.24	1.504344
1997.3401	0.88652
1997.4398	0.941737
1997.54	1.89014
1997.64	1.018089
1997.74	0.954105
1997.8401	1.496166
1997.9398	1.632226
1998.04	1.282426
1998.14	1.845466
1998.24	2.466466
1998.3401	1.325337
1998.4398	1.003049
1998.54	1.470938
1998.64	2.392753
1998.74	1.11864
1998.8401	1.058587
1998.9398	1.74395
1999.04	2.341548
1999.14	1.393262
1999.24	1.112591
1999.3401	1.995631
1999.4398	2.374469
1999.54	1.2122
1999.64	1.451196
1999.74	2.07037
1999.8401	2.623591
1999.9398	1.341528
2000.04	1.21365
2000.14	1.909958
2000.24	2.934338
2000.3401	1.595865
2000.4398	54.857201
2000.54	141.580429
2000.64	2.979267
2000.74	81.223488
2000.8401	1573.498291
2000.9398	1.505255
2001.04	2.588523
2001.14	2.929508
2001.24	1.953308
2001.3401	1.655983
2001.4398	1.98594
2001.54	3.114345
2001.64	2.453517
2001.74	1.5607
2001.8401	1.604809
2001.9398	2.581814
2002.04	3.173851
2002.14	2.16721
2002.24	1.707206
2002.3401	2.001218
2002.4398	4.143486
2002.54	3.157502
2002.64	2.104908
2002.74	1.821942
2002.8401	2.592206
2002.9398	3.030716
2003.04	3.129261
2003.14	2.147174
2003.24	27.39043
2003.3401	512.895813
2003.4398	3.034302
2003.54	3.194965
2003.64	2.256464
2003.74	1.78131
2003.8401	1.936445
2003.9398	2.915375
2004.04	3.28013
2004.14	2.519358
2004.24	1.792031
2004.3401	1.846897
2004.4398	2.688663
2004.54	3.3208
2004.64	2.842477
2004.74	2.013013
2004.8401	1.748626
2004.9398	2.395574
2005.04	3.216008
2005.14	3.208704
2005.24	2.277111
2005.3401	1.935137
2005.4398	2.17266
2005.54	2.736317
2005.64	3.357398
2005.74	12.231483
2005.8401	3.022699
2005.9398	1.786329
2006.04	2.194211
2006.14	3.094953
2006.24	3.33737
2006.3401	2.646796
2006.4398	1.702254
2006.54	1.56459
2006.64	2.060507
2006.74	3.233493
2006.8401	25.409781
2006.9398	101.291077
2007.04	1.524033
2007.14	1.485404
2007.24	2.299843
2007.3401	3.247705
2007.4398	2.993194
2007.54	1.713726
2007.64	1.35498
2007.74	1.825481
2007.8401	1.922181
2007.9398	3.18988
2008.04	2.776243
2008.14	1.745845
2008.24	1.778551
2008.3401	1.280943
2008.4398	1.761617
2008.54	2.315461
2008.64	2.469067
2008.74	1.841765
2008.8401	1.491668
2008.9398	1.710458
2009.04	1.048815
2009.14	0.99991
2009.24	1.492288
2009.3401	1.511732
2009.4398	1.995261
2009.54	3.34543
2009.64	1.866196
2009.74	3.579717
2009.8401	2.032953
2009.9398	3.265094
2010.04	2.713869
2010.14	3.21021
2010.24	4.144794
2010.3401	7.219057
2010.4398	1.526718
2010.54	1.386091
2010.64	2.103073
2010.74	2.564801
2010.8401	3.532581
2010.9398	2.894922
2011.04	1.856301
2011.14	1.569789
2011.24	1.873489
2011.3401	1.893369
2011.4398	3.12791
2011.54	7.284472
2011.64	25.556759
2011.74	1.878174
2011.8401	1.812917
2011.9398	1.566124
2012.04	2.186434
2012.14	3.457986
2012.24	3.452086
2012.3401	2.367092
2012.4398	1.810382
2012.54	1.745911
2012.64	5.465312
2012.74	2.438984
2012.8401	3.467386
2012.9398	3.777343
2013.04	3.399383
2013.14	1.568976
2013.24	1.476169
2013.3401	1.847672
2013.4398	2.440289
2013.54	3.471517
2013.64	3.530125
2013.74	2.300073
2013.8401	1.601585
2013.9398	1.75348
2014.04	1.754147
2014.14	2.125106
2014.24	3.246649
2014.3401	3.649582
2014.4398	2.544418
2014.54	1.747188
2014.64	1.461499
2014.74	1.42175
2014.8401	1.835883
2014.9398	2.940508
2015.04	3.712771
2015.14	3.019729
2015.24	2.054921
2015.3401	1.466108
2015.4398	1.413878
2015.54	1.85163
2015.64	2.145837
2015.74	3.481892
2015.8401	3.597189
2015.9398	2.245262
2016.04	2.266159
2016.14	4.383448
2016.24	1.944846
2016.3401	1.640481
2016.4398	2.592771
2016.54	3.752871
2016.64	2.904538
2016.74	1.867662
2016.8401	1.626583
2016.9398	2.243934
2017.04	1.510605
2017.14	1.70435
2017.24	3.233908
2017.3401	3.758073
2017.4398	15.575912
2017.54	7.613509
2017.64	1.665126
2017.74	1.21769
2017.8401	1.376716
2017.9398	2.361884
2018.04	3.247801
2018.14	3.538509
2018.24	2.186618
2018.3401	1.814864
2018.4398	1.168507
2018.54	1.244969
2018.64	2.001616
2018.74	1.654005
2018.8401	3.215272
2018.9398	3.426874
2019.04	2.198789
2019.14	1.266938
2019.24	52.834297
2019.3401	301.690186
2019.4398	1.861929
2019.54	1.442559
2019.64	2.956122
2019.74	3.492185
2019.8401	1.633557
2019.9398	1.313797
2020.04	1.930373
2020.14	1.153911
2020.24	1.091789
2020.3401	1.310755
2020.4398	2.490165
2020.54	3.582071
2020.64	1.655782
2020.74	1.45647
2020.8401	1.5187
2020.9398	1.392267
2021.04	1.111413
2021.14	1.160405
2021.24	2.179703
2021.3401	3.555504
2021.4398	2.022103
2021.54	1.768125
2021.64	1.034843
2021.74	0.989
2021.8401	0.940586
2021.9398	1.178485
2022.04	1.630609
2022.14	2.535526
2022.24	3.071907
2022.3401	1.531019
2022.4398	1.011695
2022.54	0.904577
2022.64	0.897287
2022.74	1.331869
2022.8401	1.210842
2022.9398	1.284012
2023.04	3.264309
2023.14	2.763299
2023.24	1.336819
2023.3401	1.125626
2023.4398	0.890571
2023.54	1.339708
2023.64	1.033486
2023.74	0.976833
2023.8401	1.939016
2023.9398	3.020997
2024.04	1.12533
2024.14	0.969253
2024.24	0.892314
2024.3401	1.222644
2024.4398	4.594923
2024.54	5.127095
2024.64	1.504697
2024.74	1.693261
2024.8401	2.476416
2024.9398	0.986645
2025.04	0.968158
2025.14	1.065242
2025.24	1.064233
2025.3401	0.90062
2025.4398	1.163432
2025.54	0.907589
2025.64	1.601317
2025.74	2.129596
2025.8401	0.922024
2025.9398	0.927272
2026.04	1.109357
2026.14	0.871194
2026.24	1.083693
2026.3401	0.839172
2026.4398	0.873538
2026.54	1.28607
2026.64	2.054252
2026.74	0.893225
2026.8401	1.08521
2026.9398	0.844251
2027.04	1.026899
2027.14	0.855783
2027.24	0.8341
2027.3401	0.86922
2027.4398	0.986406
2027.54	799.685669
2027.64	729.188354
2027.74	1.079225
2027.8401	0.969341
2027.9398	0.886302
2028.04	0.917205
2028.14	1.421977
2028.24	1.046722
2028.3401	0.873662
2028.4398	1.668411
2028.54	1.108855
2028.64	0.92812
2028.74	1.379877
2028.8401	0.948051
2028.9398	0.933308
2029.04	0.834024
2029.14	0.836631
2029.24	0.841168
2029.3401	0.981481
2029.4398	1.4628
2029.54	1.000428
2029.64	0.863277
2029.74	0.798064
2029.8401	0.851317
2029.9398	0.815298
2030.04	0.831049
2030.14	0.864825
2030.24	0.933508
2030.3401	1.312486
2030.4398	0.962018
2030.54	0.973248
2030.64	0.862165
2030.74	0.87286
2030.8401	0.84624
2030.9398	0.989183
2031.04	0.858033
2031.14	0.893844
2031.24	0.886864
2031.3401	1.207032
2031.4398	1.068899
2031.54	0.92448
2031.64	0.907293
2031.74	0.960486
2031.8401	1.402161
2031.9398	0.805571
2032.04	1.471518
2032.14	0.905016
2032.24	0.896157
2032.3401	1.0741
2032.4398	0.829566
2032.54	0.955339
2032.64	0.836215
2032.74	1.747246
2032.8401	1.620789
2032.9398	0.95318
2033.04	1.006406
2033.14	1.002368
2033.24	1.262455
2033.3401	1.055987
2033.4398	0.918409
2033.54	0.988746
2033.64	0.820355
2033.74	0.979061
2033.8401	1.874471
2033.9398	696.371155
2034.04	20.223581
2034.14	0.802075
2034.24	0.953005
2034.3401	1.879215
2034.4398	0.858716
2034.54	1.020173
2034.64	0.808225
2034.74	1.218258
2034.8401	1.545596
2034.9398	0.806276
2035.04	0.966229
2035.14	0.893031
2035.24	0.880793
2035.3401	1.019875
2035.4398	0.801254
2035.54	0.837546
2035.64	1.07851
2035.74	0.806947
2035.8401	0.892458
2035.9398	0.927153
2036.04	0.942332
2036.14	0.961953
2036.24	0.829158
2036.3401	0.821333
2036.4398	1.041181
2036.54	0.936569
2036.64	0.800589
2036.74	0.948646
2036.8401	0.824042
2036.9398	1.080393
2037.04	0.928026
2037.14	0.790932
2037.24	0.822369
2037.3401	0.957389
2037.4398	1.095926
2037.54	0.832166
2037.64	0.861498
2037.74	0.793253
2037.8401	1.084433
2037.9398	1.0014
2038.04	0.81095
2038.14	0.824051
2038.24	0.827112
2038.3401	1.331279
2038.4398	1.007404
2038.54	0.811861
2038.64	0.797098
2038.74	0.795528
2038.8401	1.295126
2038.9398	0.948336
2039.04	0.796287
2039.14	0.801577
2039.24	0.804723
2039.3401	1.288691
2039.4398	1.053405
2039.54	0.79618
2039.64	0.79465
2039.74	0.872039
2039.8401	1.092388
2039.9398	1.323823
2040.04	1.232781
2040.14	0.890115
2040.24	1.034438
2040.3401	1.028168
2040.4398	1.616869
2040.54	0.962454
2040.64	0.915003
2040.74	0.835886
2040.8401	0.815932
2040.9398	1.47257
2041.04	1.204274
2041.14	9.132681
2041.24	1239.74585
2041.3401	806.2323
2041.4398	0.868887
2041.54	1.641941
2041.64	1.019873
2041.74	0.812412
2041.8401	0.791245
2041.9398	0.935126
2042.04	1.173627
2042.14	1.436062
2042.24	0.873036
2042.3401	1.0998
2042.4398	0.939441
2042.54	0.820858
2042.64	1.522639
2042.74	1.171687
2042.8401	0.803803
2042.9398	0.919965
2043.04	0.995301
2043.14	0.843824
2043.24	1.400045
2043.3401	1.263295
2043.4398	0.832896
2043.54	0.789572
2043.64	1.011618
2043.74	0.963017
2043.8401	1.323585
2043.9398	1.060582
2044.04	1.048749
2044.14	0.936868
2044.24	0.990464
2044.3401	0.970358
2044.4398	1.184302
2044.54	1.122714
2044.64	0.914135
2044.74	1.014201
2044.8401	0.89159
2044.9398	0.80865
