# Bare Gold - MEMS surface
#Wvl (μ) Refl (%)	
0.225	28.521
0.258	35.563
0.289	38.028
0.313	38.028
0.331	36.62
0.359	36.62
0.401	38.732
0.421	39.437
0.438	39.437
0.46	38.732
0.482	39.789
0.502	48.239
0.514	59.507
0.535	76.761
0.58	88.028
0.589	89.085
0.633	93.31
0.714	96.83
0.818	98.24
0.907	98.59
1.153	98.59
1.748	98.94
2.205	98.94
2.848	98.94
4.387	98.94
5.532	98.944
7.68	98.944
9.92	98.944
