# lambda(nm)  coeff spline
 1488.000 0.08721600     1.0521e-03
 1489.000 0.09908100     1.3100e-03
 1490.000 0.11228000     1.7120e-03
 1491.000 0.12705000     1.2680e-03
 1492.000 0.14339000     2.6359e-03
 1493.000 0.16167000    -1.7156e-04
 1494.000 0.18082001     3.2704e-03
 1495.000 0.20223000     6.4987e-04
 1496.000 0.22500000     2.2902e-03
 1497.000 0.24979000     2.3092e-03
 1498.000 0.27650999     5.2819e-05
 1499.000 0.30444000     4.7396e-03
 1500.000 0.33534000    -1.1914e-03
 1501.000 0.36659000     2.1260e-03
 1502.000 0.39956001     3.0075e-03
 1503.000 0.43459999    -1.7363e-03
 1504.000 0.46935001     2.1979e-03
 1505.000 0.50551998     1.4645e-03
 1506.000 0.54276001    -1.6353e-03
 1507.000 0.57896000    -1.1633e-03
 1508.000 0.61412998     1.0866e-04
 1509.000 0.64858002    -3.5910e-03
 1510.000 0.68044998    -1.2251e-03
 1511.000 0.71036003    -3.2679e-03
 1512.000 0.73735001    -3.2236e-03
 1513.000 0.76108002    -3.3973e-03
 1514.000 0.78126999    -4.4275e-03
 1515.000 0.79744003    -3.0123e-03
 1516.000 0.81038002    -2.9036e-03
 1517.000 0.82024002    -3.8532e-03
 1518.000 0.82668999    -2.1437e-03
 1519.000 0.83073997    -1.9717e-03
 1520.000 0.83269997    -2.5094e-03
 1521.000 0.83259003    -4.1016e-04
 1522.000 0.83158997    -1.1907e-03
 1523.000 0.82957001    -9.4662e-04
 1524.000 0.82675003     1.7702e-04
 1525.000 0.82384003    -3.0161e-04
 1526.000 0.82082001     3.6932e-04
 1527.000 0.81803001     2.0448e-04
 1528.000 0.81546997     1.9244e-04
 1529.000 0.81328003     1.2464e-03
 1530.000 0.81196999     1.0151e-04
 1531.000 0.81099998     3.8787e-04
 1532.000 0.81051003     1.2273e-03
 1533.000 0.81095001     2.8273e-04
 1534.000 0.81178001    -1.8121e-05
 1535.000 0.81278999     8.6961e-04
 1536.000 0.81444000     3.7984e-04
 1537.000 0.81655998     4.3083e-04
 1538.000 0.81899002    -2.4282e-04
 1539.000 0.82141998     5.3999e-04
 1540.000 0.82416000    -5.6791e-05
 1541.000 0.82696999     1.0694e-04
 1542.000 0.82975998    -4.9091e-04
 1543.000 0.83233002     5.3698e-04
 1544.000 0.83501999    -9.3742e-04
 1545.000 0.83717003    -2.6908e-05
 1546.000 0.83917000     1.4463e-04
 1547.000 0.84105003    -1.2712e-03
 1548.000 0.84219002     4.9991e-04
 1549.000 0.84334999    -6.0849e-04
 1550.000 0.84403000    -9.4573e-04
 1551.000 0.84414001     9.7146e-04
 1552.000 0.84460999    -7.8037e-04
 1553.000 0.84455002    -1.0296e-03
 1554.000 0.84389999     1.3584e-03
 1555.000 0.84374001    -1.4640e-03
 1556.000 0.84293999     6.5726e-04
 1557.000 0.84223999    -5.6496e-04
 1558.000 0.84140999     8.2254e-04
 1559.000 0.84086998    -9.8524e-04
 1560.000 0.83996002     8.9872e-04
 1561.000 0.83960999     7.4988e-04
 1562.000 0.83954002    -2.2178e-03
 1563.000 0.83857002     2.7211e-03
 1564.000 0.83891998    -7.4686e-04
 1565.000 0.83916000    -3.9331e-04
 1566.000 0.83914001     7.6003e-04
 1567.000 0.83971001     8.9307e-04
 1568.000 0.84085999    -8.5240e-04
 1569.000 0.84166000     4.1676e-04
 1570.000 0.84268997     5.6507e-04
 1571.000 0.84415001    -9.6633e-05
 1572.000 0.84556000    -4.7883e-04
 1573.000 0.84680000     9.9207e-04
 1574.000 0.84862000    -9.5183e-06
 1575.000 0.85055000    -2.9390e-04
 1576.000 0.85225998    -1.3507e-04
 1577.000 0.85392998     5.9433e-04
 1578.000 0.85596001    -8.2056e-05
 1579.000 0.85792000    -6.8633e-04
 1580.000 0.85948997     4.8730e-04
 1581.000 0.86125999    -6.2615e-05
 1582.000 0.86304001    -1.7687e-04
 1583.000 0.86468002    -6.9882e-05
 1584.000 0.86610001    -8.6379e-04
 1585.000 0.86717003     1.4253e-03
 1586.000 0.86879997    -1.4778e-03
 1587.000 0.86962997    -3.1386e-04
 1588.000 0.87019997     1.1732e-03
 1589.000 0.87128998    -1.2587e-03
 1590.000 0.87169998    -2.1856e-04
 1591.000 0.87186996     6.9279e-04
 1592.000 0.87234001    -7.5222e-04
 1593.000 0.87248001     3.3579e-04
 1594.000 0.87263000    -5.3097e-04
 1595.000 0.87253998     3.4796e-04
 1596.000 0.87257004    -1.4036e-04
 1597.000 0.87247002    -5.6702e-04
 1598.000 0.87209000     7.2845e-04
 1599.000 0.87199997    -6.0682e-04
 1600.000 0.87165001     1.3923e-04
 1601.000 0.87136002     4.0972e-04
 1602.000 0.87134003    -1.5806e-04
 1603.000 0.87134003     3.4247e-04
 1604.000 0.87139000    -9.1200e-04
 1605.000 0.87111000     1.3257e-03
 1606.000 0.87152000    -2.5076e-04
 1607.000 0.87189003    -5.6252e-04
 1608.000 0.87198997     8.8036e-04
 1609.000 0.87251999    -3.7851e-04
 1610.000 0.87297997     2.1345e-04
 1611.000 0.87353996     1.2482e-04
 1612.000 0.87419998    -1.1262e-04
 1613.000 0.87491997     6.8547e-04
 1614.000 0.87591003    -1.0088e-03
 1615.000 0.87651001     1.0091e-03
 1616.000 0.87750999    -6.2745e-04
 1617.000 0.87830002     2.4097e-04
 1618.000 0.87916000     8.3338e-05
 1619.000 0.88000000    -6.9426e-04
 1620.000 0.88060997     1.3135e-03
 1621.000 0.88166000    -1.9195e-03
 1622.000 0.88185997     1.2641e-03
 1623.000 0.88241997    -9.7671e-04
 1624.000 0.88265999     7.2287e-04
 1625.000 0.88304001    -1.0748e-03
 1626.000 0.88288002     3.3622e-04
 1627.000 0.88268997    -4.5046e-04
 1628.000 0.88223000    -1.5395e-04
 1629.000 0.88154999    -2.5395e-04
 1630.000 0.88059998    -4.5029e-04
 1631.000 0.87930000    -4.4663e-05
 1632.000 0.87788002    -9.1122e-05
 1633.000 0.87637001    -1.3101e-04
 1634.000 0.87467003    -5.2467e-04
 1635.000 0.87261002     6.9506e-05
 1636.000 0.87042000    -5.3338e-04
 1637.000 0.86794998     3.8403e-04
 1638.000 0.86556000    -5.2254e-04
 1639.000 0.86282997    -3.3411e-04
 1640.000 0.85988998     5.9921e-04
 1641.000 0.85721001    -5.0267e-04
 1642.000 0.85431999     1.5123e-04
 1643.000 0.85146004     7.8104e-05
 1644.000 0.84861000    -4.0414e-04
 1645.000 0.84567001     9.9874e-04
 1646.000 0.84316002    -1.0108e-03
 1647.000 0.84027000     7.6454e-04
 1648.000 0.83777000     2.9278e-04
 1649.000 0.83556999    -1.3573e-04
 1650.000 0.83330002    -1.6963e-04
 1651.000 0.83107002     1.0541e-03
 1652.000 0.82950996    -2.7219e-05
 1653.000 0.82806000    -2.8469e-04
 1654.000 0.82651001     5.6585e-04
 1655.000 0.82541000     7.2117e-04
 1656.000 0.82480003    -5.1031e-04
 1657.000 0.82410004     7.7990e-04
 1658.000 0.82378998    -2.6967e-04
 1659.000 0.82357002     8.3941e-04
 1660.000 0.82389999     2.1161e-04
 1661.000 0.82450996    -5.8463e-06
 1662.000 0.82523003     4.7233e-04
 1663.000 0.82632004     3.3622e-04
 1664.000 0.82769997    -7.7715e-05
 1665.000 0.82913002     2.7539e-04
 1666.000 0.83085999     7.7562e-04
 1667.000 0.83299004    -9.7737e-04
 1668.000 0.83480003     1.2136e-03
 1669.000 0.83714996    -6.3725e-04
 1670.000 0.83939003     6.7626e-04
 1671.000 0.84192001    -3.2829e-04
 1672.000 0.84441002     3.9703e-04
 1673.000 0.84702003    -5.3976e-04
 1674.000 0.84944000     6.2173e-04
 1675.000 0.85206001    -7.4688e-04
 1676.000 0.85445999     1.0456e-03
 1677.000 0.85722000    -1.2754e-03
 1678.000 0.85934998     2.7583e-04
 1679.000 0.86147003     1.1257e-04
 1680.000 0.86365997    -3.0682e-04
 1681.000 0.86567001     3.5289e-05
 1682.000 0.86754997    -6.1483e-04
 1683.000 0.86908997     3.8422e-04
 1684.000 0.87070999    -4.4186e-04
 1685.000 0.87197998    -7.1701e-04
 1686.000 0.87272003     1.3026e-04
 1687.000 0.87335999    -4.0463e-04
 1688.000 0.87375999     4.8604e-05
 1689.000 0.87407997    -2.6998e-04
 1690.000 0.87417000    -3.4840e-04
 1691.000 0.87397003    -7.6374e-05
 1692.000 0.87365997    -6.6534e-06
 1693.000 0.87325996    -4.3672e-04
 1694.000 0.87253998    -1.6635e-04
 1695.000 0.87164001     2.2233e-05
 1696.000 0.87064003    -5.2272e-04
 1697.000 0.86939003     5.6854e-04
 1698.000 0.86834999    -4.9166e-04
 1699.000 0.86709000     7.8383e-05
 1700.000 0.86578003    -1.2171e-04
 1701.000 0.86449997     5.8788e-04
 1702.000 0.86348999    -6.0934e-04
 1703.000 0.86225998     5.2928e-04
 1704.000 0.86125999    -1.2761e-04
 1705.000 0.86033997     4.6092e-04
 1706.000 0.85959000    -6.9570e-04
 1707.000 0.85863998     1.1216e-03
 1708.000 0.85825996    -3.7080e-04
 1709.000 0.85786003     2.4210e-04
 1710.000 0.85762001     3.6185e-04
 1711.000 0.85764000    -1.2946e-04
 1712.000 0.85773003     5.7623e-04
 1713.000 0.85810997    -4.3594e-04
 1714.000 0.85832001     1.4811e-04
 1715.000 0.85862999     4.4317e-04
 1716.000 0.85921997    -2.4078e-04
 1717.000 0.85972000    -1.9743e-05
 1718.000 0.86015999    -4.0507e-05
 1719.000 0.86061996     3.0170e-04
 1720.000 0.86121002    -3.8583e-04
 1721.000 0.86154999    -2.5895e-04
 1722.000 0.86171997     4.0174e-04
 1723.000 0.86198997    -7.4789e-04
 1724.000 0.86184998     1.2980e-04
 1725.000 0.86158997    -4.9136e-04
 1726.000 0.86102997     3.5722e-05
 1727.000 0.86028999    -7.3139e-04
 1728.000 0.85903999    -1.7031e-04
 1729.000 0.85754997    -2.7481e-05
 1730.000 0.85593002    -4.9934e-04
 1731.000 0.85386002    -6.7553e-04
 1732.000 0.85129997     2.6122e-04
 1733.000 0.84866997    -7.8913e-04
 1734.000 0.84545998    -5.8462e-04
 1735.000 0.84178001     3.0778e-04
 1736.000 0.83815002    -3.4667e-04
 1737.000 0.83426003    -4.8115e-04
 1738.000 0.83000000     5.1133e-05
 1739.000 0.82564003    -3.2305e-04
 1740.000 0.82112000     2.8067e-04
 1741.000 0.81667000    -3.7941e-04
 1742.000 0.81204002     1.5709e-04
 1743.000 0.80754997     5.9057e-04
 1744.000 0.80336998    -6.5903e-04
 1745.000 0.79891998     4.2551e-04
 1746.000 0.79473000     5.1703e-04
 1747.000 0.79098000     1.4629e-04
 1748.000 0.78745003     2.1800e-04
 1749.000 0.78416000     4.2138e-04
 1750.000 0.78126999     4.9653e-04
 1751.000 0.77880997     1.7244e-04
 1752.000 0.77669998     9.1393e-04
 1753.000 0.77518997    -2.2831e-04
 1754.000 0.77386002     1.0796e-03
 1755.000 0.77321999     4.9304e-05
 1756.000 0.77290001     6.4346e-04
 1757.000 0.77310997     5.5647e-04
 1758.000 0.77383003     1.9125e-04
 1759.000 0.77487999     6.5789e-04
 1760.000 0.77642998     1.7737e-04
 1761.000 0.77837997     1.0327e-03
 1762.000 0.78089996    -8.8815e-04
 1763.000 0.78316002     9.6030e-04
 1764.000 0.78605003     8.2670e-04
 1765.000 0.78948997    -9.6752e-04
 1766.000 0.79246002     2.2402e-04
 1767.000 0.79550003     4.9120e-04
 1768.000 0.79883003    -4.4886e-04
 1769.000 0.80191002    -1.9587e-04
 1770.000 0.80470001    -5.0763e-04
 1771.000 0.80705002    -4.1352e-04
 1772.000 0.80897003    -4.1825e-04
 1773.000 0.81036003    -1.0936e-03
 1774.000 0.81081001    -8.4754e-04
 1775.000 0.81037003    -8.5607e-04
 1776.000 0.80900002    -1.3083e-03
 1777.000 0.80632004    -1.7705e-03
 1778.000 0.80212997    -6.7026e-04
 1779.000 0.79683998    -2.1481e-03
 1780.000 0.78967003    -2.0173e-03
 1781.000 0.78051003    -1.7231e-03
 1782.000 0.76955002    -1.8903e-03
 1783.000 0.75647003    -3.4354e-03
 1784.000 0.74056999    -1.2884e-03
 1785.000 0.72271004    -3.1704e-03
 1786.000 0.70219002    -1.9903e-03
 1787.000 0.67912003    -4.1681e-03
 1788.000 0.65280998    -7.7751e-04
 1789.000 0.62466999    -3.7015e-03
 1790.000 0.59349998    -2.5964e-03
 1791.000 0.55987999    -6.1263e-04
 1792.000 0.52516998    -1.4931e-03
 1793.000 0.48917000    -1.1548e-03
 1794.000 0.45194000    -1.2676e-03
 1795.000 0.41419998     3.1651e-03
 1796.000 0.37786999    -2.9327e-03
 1797.000 0.34085999     4.4857e-03
 1798.000 0.30664000     1.7299e-03
 1799.000 0.27440001     4.7449e-04
 1800.000 0.24344000     4.0520e-03
 1801.000 0.21545000     1.1376e-03
 1802.000 0.18944000     3.2776e-03
 1803.000 0.16621000     2.4320e-03
 1804.000 0.14556000     2.4743e-03
 1805.000 0.12722000     1.5307e-03
 1806.000 0.11070000     2.3227e-03
 1807.000 0.09626200     1.6706e-03
 1808.000 0.08365600     1.9870e-03
 1809.000 0.07278500     7.9163e-04
 1810.000 0.06305600     1.6985e-03
 1811.000 0.05476400     1.0363e-03
 1812.000 0.04758000     8.0446e-04
 1813.000 0.04127100     9.9591e-04
 1814.000 0.03593200     1.0319e-03
 1815.000 0.03142200    -1.4943e-04
 1816.000 0.02716700     1.0958e-03
 1817.000 0.02372400     6.3811e-04
 1818.000 0.02090700     1.0774e-04
 1819.000 0.01832700     3.5295e-04
 1820.000 0.01604800     2.8644e-04
 1821.000 0.01402700     4.9278e-05
 1822.000 0.01219100     6.2645e-04
 1823.000 0.01079000     5.4909e-05
 1824.000 0.00958170     3.1011e-04
 1825.000 0.00856750    -1.3075e-04
 1826.000 0.00755550     2.2609e-04
 1827.000 0.00670100     1.7140e-04
 1828.000 0.00599220    -3.7465e-05
 1829.000 0.00532340     2.1846e-04
 1830.000 0.00477560    -1.1039e-04
 1831.000 0.00421730     1.6010e-04
 1832.000 0.00376580     1.1080e-04
 1833.000 0.00342110     3.7498e-05
 1834.000 0.00312090     6.2046e-06
 1835.000 0.00282880    -1.3717e-05
 1836.000 0.00253690     4.9864e-05
 1837.000 0.00229190     9.5663e-05
 1838.000 0.00211650    -1.4916e-05
 1839.000 0.00194480    -1.3797e-05
 1840.000 0.00176560     2.5105e-05
 1841.000 0.00159620    -2.7821e-05
 1842.000 0.00143650     1.4438e-04
 1843.000 0.00135390    -8.7096e-05
 1844.000 0.00126600     1.7220e-04
 1845.000 0.00122550    -3.1732e-04
 1846.000 0.00106000     3.4708e-04
 1847.000 0.00102020    -3.1678e-04
 1848.000 0.00086757     2.4308e-04
 1849.000 0.00081087    -7.9957e-05
 1850.000 0.00076607     1.4815e-04
 1851.000 0.00077941    -1.6380e-04
 1852.000 0.00070724    -6.0249e-06
 1853.000 0.00062408     1.2196e-04
 1854.000 0.00059941    -1.3086e-04
 1855.000 0.00055075     2.5753e-04
 1856.000 0.00058638    -3.9351e-04
 1857.000 0.00046693     3.8605e-04
 1858.000 0.00049489    -2.6622e-04
 1859.000 0.00043708     1.6422e-04
 1860.000 0.00045056     3.7064e-05
 1861.000 0.00045080    -3.9192e-04
 1862.000 0.00029527     5.9600e-04
 1863.000 0.00041423    -3.4515e-04
 1864.000 0.00040226    -9.7124e-07
 1865.000 0.00035572     1.4162e-04
 1866.000 0.00037097    -1.9476e-04
 1867.000 0.00031276     1.9666e-04
 1868.000 0.00034323    -5.9816e-05
 1869.000 0.00033734    -1.7556e-04
 1870.000 0.00024631     2.5122e-04
 1871.000 0.00028332    -6.1074e-05
 1872.000 0.00030764    -8.3064e-05
 1873.000 0.00028688     1.2285e-04
 1874.000 0.00031323    -1.2567e-04
 1875.000 0.00026136    -8.9495e-05
 1876.000 0.00019178     3.7739e-04
 1877.000 0.00028608    -4.3678e-04
 1878.000 0.00022068     4.1154e-04
 1879.000 0.00030374    -3.1862e-04
 1880.000 0.00025788     8.9411e-05
 1881.000 0.00021832    -1.2244e-06
 1882.000 0.00022350     1.8393e-04
 1883.000 0.00027675    -4.4606e-04
 1884.000 0.00015748     5.6521e-04
 1885.000 0.00026631    -4.4616e-04
 1886.000 0.00020516     1.9956e-04
 1887.000 0.00019583    -4.1163e-05
 1888.000 0.00020324     6.5531e-05
 1889.000 0.00024341    -2.4400e-05
 1890.000 0.00024952    -1.7229e-04
 1891.000 0.00017157     2.0921e-04
 1892.000 0.00019478    -5.7573e-05
 1893.000 0.00019409    -1.2231e-04
 1894.000 0.00013749     2.1137e-04
 1895.000 0.00018190    -1.1711e-04
 1896.000 0.00019190     5.0621e-05
 1897.000 0.00021022    -3.5451e-05
 1898.000 0.00020992    -2.0538e-05
 1899.000 0.00019144     8.5212e-06
 1900.000 0.00017598     4.5726e-06
 1901.000 0.00018691     1.3153e-04
 1902.000 0.00021946    -4.0097e-04
 1903.000 0.00009760     5.4588e-04
 1904.000 0.00019314    -4.7814e-04
 1905.000 0.00013201     4.2668e-04
 1906.000 0.00023392    -2.5034e-04
 1907.000 0.00021239    -1.6597e-04
 1908.000 0.00012901     5.4313e-04
 1909.000 0.00029223    -5.2696e-04
 1910.000 0.00022558     1.8550e-04
 1911.000 0.00018687    -4.7415e-05
 1912.000 0.00016178     8.5874e-05
 1913.000 0.00018091    -3.0760e-05
 1914.000 0.00018789    -3.5733e-05
 1915.000 0.00016663     4.2519e-06
 1916.000 0.00016132     1.1443e-04
 1917.000 0.00019005    -2.5771e-04
 1918.000 0.00012064     3.2759e-04
 1919.000 0.00018836    -2.2987e-04
 1920.000 0.00016278     3.2078e-05
 1921.000 0.00014521     1.4962e-04
 1922.000 0.00019197    -2.4456e-04
 1923.000 0.00015673     3.3662e-04
 1924.000 0.00023855    -3.9956e-04
 1925.000 0.00013999     1.7934e-04
 1926.000 0.00010651     7.2664e-05
 1927.000 0.00015251     6.8785e-06
 1928.000 0.00019278    -1.3456e-04
 1929.000 0.00015634     7.1095e-05
 1930.000 0.00014089    -2.3881e-05
 1931.000 0.00013602     8.7910e-05
 1932.000 0.00018532    -2.7369e-06
 1933.000 0.00021416    -1.9972e-04
 1934.000 0.00013565     1.5753e-04
 1935.000 0.00013913     6.1560e-05
 1936.000 0.00018027    -1.7781e-04
 1937.000 0.00014010     1.6181e-04
 1938.000 0.00017227    -3.5374e-05
 1939.000 0.00018474    -1.3851e-04
 1940.000 0.00013629     2.2389e-04
 1941.000 0.00019370    -1.2190e-04
 1942.000 0.00018496    -1.3320e-04
 1943.000 0.00009795     1.8506e-04
 1944.000 0.00011107    -6.2697e-06
 1945.000 0.00014865    -1.3223e-05
 1946.000 0.00017187    -2.7000e-05
 1947.000 0.00016041    -8.6857e-05
 1948.000 0.00011084     1.4577e-04
 1949.000 0.00013138    -7.5551e-05
 1950.000 0.00014385     1.0802e-04
 1951.000 0.00017757    -2.2902e-04
 1952.000 0.00011301     2.1837e-04
 1953.000 0.00015759     1.0364e-05
 1954.000 0.00019966    -2.7489e-04
 1955.000 0.00012521     3.9008e-04
 1956.000 0.00020701    -3.4792e-04
 1957.000 0.00014736     1.5289e-04
 1958.000 0.00013345     1.0780e-05
 1959.000 0.00015216    -2.9358e-07
 1960.000 0.00015183    -1.2385e-04
 1961.000 0.00011434     2.7272e-04
 1962.000 0.00019232    -2.7420e-04
 1963.000 0.00016015     1.6317e-04
 1964.000 0.00017746    -8.1606e-05
 1965.000 0.00016387    -2.2145e-05
 1966.000 0.00013931     1.0437e-04
 1967.000 0.00016431    -9.7961e-05
 1968.000 0.00015610     8.8216e-05
 1969.000 0.00017564    -8.8404e-05
 1970.000 0.00014735    -2.1579e-05
 1971.000 0.00011497     1.5018e-04
 1972.000 0.00015203    -1.6250e-04
 1973.000 0.00012305     1.0358e-04
 1974.000 0.00012729    -5.2493e-05
 1975.000 0.00011872     2.9534e-05
 1976.000 0.00013148     6.2338e-05
 1977.000 0.00017611    -8.7666e-05
 1978.000 0.00017206    -3.7527e-06
 1979.000 0.00014812    -1.6663e-05
 1980.000 0.00011797     3.3144e-05
 1981.000 0.00011317     3.6187e-05
 1982.000 0.00014339     3.2228e-05
 1983.000 0.00018485    -9.7660e-05
 1984.000 0.00017201     3.2611e-05
 1985.000 0.00014445    -1.2111e-04
 1986.000 0.00009298     3.0835e-04
 1987.000 0.00018882    -2.2844e-04
 1988.000 0.00018445     4.1582e-06
 1989.000 0.00013968    -3.0590e-05
 1990.000 0.00010685     1.8984e-04
 1991.000 0.00017608    -1.1642e-04
 1992.000 0.00018825    -6.6533e-05
 1993.000 0.00016431     1.6589e-04
 1994.000 0.00018790    -3.1185e-04
 1995.000 0.00009797     4.0039e-04
 1996.000 0.00017523    -2.8656e-04
 1997.000 0.00014607     1.0734e-04
 1998.000 0.00014461     2.3393e-05
 1999.000 0.00016373    -7.7433e-05
 2000.000 0.00014870     8.1440e-05
 2001.000 0.00017659     9.2338e-06
 2002.000 0.00019677    -1.6464e-04
 2003.000 0.00014400     2.1167e-04
 2004.000 0.00017650    -1.7035e-04
 2005.000 0.00016016     1.7673e-04
 2006.000 0.00018077    -3.1488e-04
 2007.000 0.00006611     2.7111e-04
 2008.000 0.00009050     6.4830e-05
 2009.000 0.00017641    -1.6140e-04
 2010.000 0.00017264     4.2829e-05
 2011.000 0.00017300     1.4868e-05
 2012.000 0.00017211    -1.0977e-04
 2013.000 0.00012306     1.3526e-04
 2014.000 0.00013975    -3.6791e-05
 2015.000 0.00013197    -1.3489e-04
 2016.000 0.00008562     3.4494e-04
 2017.000 0.00018902    -3.4627e-04
 2018.000 0.00016013     2.4633e-04
 2019.000 0.00020136    -2.1834e-04
 2020.000 0.00014785     5.8637e-05
 2021.000 0.00012662     1.7749e-04
 2022.000 0.00018036    -3.1879e-04
 2023.000 0.00010427     3.1879e-04
 2024.000 0.00014885    -2.3219e-04
 2025.000 0.00012375     1.9194e-04
 2026.000 0.00015607    -1.9109e-04
 2027.000 0.00011593     1.3761e-04
 2028.000 0.00014118     3.2952e-05
 2029.000 0.00018346    -1.6722e-04
 2030.000 0.00015057     1.8485e-04
 2031.000 0.00018432    -1.7229e-04
 2032.000 0.00013994     3.5620e-05
 2033.000 0.00011951     1.7348e-04
 2034.000 0.00019139    -1.7556e-04
 2035.000 0.00016898    -3.6936e-05
 2036.000 0.00012568     1.9797e-04
 2037.000 0.00018363    -1.4738e-04
 2038.000 0.00018024     2.3556e-05
 2039.000 0.00017316     3.1033e-05
 2040.000 0.00017618    -8.7073e-05
 2041.000 0.00014033     8.4000e-05
 2042.000 0.00014376    -1.3233e-05
 2043.000 0.00015952     4.2908e-05
 2044.000 0.00018052    -1.2695e-04
 2045.000 0.00015570     1.8998e-04
 2046.000 0.00020513    -1.8751e-04
 2047.000 0.00018089     1.1794e-04
 2048.000 0.00020062    -2.0427e-05
 2049.000 0.00021293    -8.0742e-05
 2050.000 0.00018043     7.4535e-05
 2051.000 0.00018009    -2.4439e-05
 2052.000 0.00016801    -4.7219e-05
 2053.000 0.00012561     3.1394e-05
 2054.000 0.00011123     8.9764e-05
 2055.000 0.00014211    -1.1889e-04
 2056.000 0.00011923     6.3231e-05
 2057.000 0.00012327     2.7485e-05
 2058.000 0.00014507    -6.6613e-05
 2059.000 0.00014552     1.1087e-04
 2060.000 0.00018296    -1.5491e-04
 2061.000 0.00014837     7.6585e-05
 2062.000 0.00013559    -2.0571e-05
 2063.000 0.00014000     1.0884e-04
 2064.000 0.00018282    -1.8433e-04
 2065.000 0.00013970     1.1284e-04
 2066.000 0.00014585     2.8591e-05
 2067.000 0.00017242    -1.0468e-04
 2068.000 0.00014335     5.6307e-05
 2069.000 0.00015173     1.0416e-04
 2070.000 0.00021177    -1.6298e-04
 2071.000 0.00018880     4.9692e-05
 2072.000 0.00016032    -6.8851e-05
 2073.000 0.00012230     1.6847e-04
 2074.000 0.00017141    -8.2258e-05
 2075.000 0.00018026    -8.1000e-05
 2076.000 0.00012715     3.4497e-05
 2077.000 0.00010641     1.3723e-04
 2078.000 0.00017209    -6.4898e-05
 2079.000 0.00020510    -7.3657e-05
 2080.000 0.00018473     3.9247e-05
 2081.000 0.00017677    -8.8716e-06
 2082.000 0.00017554     3.6619e-05
 2083.000 0.00017622    -1.2615e-04
 2084.000 0.00013890     2.3996e-04
 2085.000 0.00020040    -2.4079e-04
 2086.000 0.00015939     1.0813e-04
 2087.000 0.00015178     8.6744e-06
 2088.000 0.00016685    -6.7460e-06
 2089.000 0.00017173    -4.2830e-05
 2090.000 0.00014702     5.2736e-07
 2091.000 0.00013487     1.1608e-04
 2092.000 0.00017994    -1.2153e-04
 2093.000 0.00016327    -3.9700e-07
 2094.000 0.00014179     9.4259e-05
 2095.000 0.00016561    -1.0484e-04
 2096.000 0.00014956     8.5877e-05
 2097.000 0.00016738    -3.5450e-05
 2098.000 0.00016608    -5.8796e-05
 2099.000 0.00013862     1.1368e-04
 2100.000 0.00017555    -9.5643e-06
 2101.000 0.00020158    -1.4082e-04
 2102.000 0.00016517     1.9820e-04
 2103.000 0.00020177    -2.1391e-04
 2104.000 0.00013875     5.9707e-05
 2105.000 0.00008864     5.2536e-05
 2106.000 0.00008796     2.6728e-05
 2107.000 0.00011884     2.9913e-05
 2108.000 0.00016210    -7.2100e-05
 2109.000 0.00016479     1.5066e-05
 2110.000 0.00016262    -1.7325e-05
 2111.000 0.00014726    -2.4904e-05
 2112.000 0.00012695     8.7243e-05
 2113.000 0.00016360     1.7691e-05
 2114.000 0.00018437    -2.5329e-04
 2115.000 0.00010181     3.7548e-04
 2116.000 0.00017990    -2.8472e-04
 2117.000 0.00016793     2.2304e-04
 2118.000 0.00021303    -2.6501e-04
 2119.000 0.00015574     2.2265e-04
 2120.000 0.00017576    -1.6172e-04
 2121.000 0.00014736     1.3373e-04
 2122.000 0.00016308    -1.0847e-04
 2123.000 0.00014713     1.1012e-04
 2124.000 0.00017142    -9.0579e-05
 2125.000 0.00016758     8.3413e-05
 2126.000 0.00018763    -9.9734e-05
 2127.000 0.00017339     1.0978e-04
 2128.000 0.00018401    -1.9023e-04
 2129.000 0.00012556     2.3673e-04
 2130.000 0.00016457    -1.7193e-04
 2131.000 0.00014403     9.3672e-05
 2132.000 0.00014436    -7.7541e-05
 2133.000 0.00012037     7.0571e-05
 2134.000 0.00012908    -8.5428e-06
 2135.000 0.00013544    -5.0499e-05
 2136.000 0.00012726     1.2330e-04
 2137.000 0.00016880    -1.4438e-04
 2138.000 0.00014250     4.7192e-05
 2139.000 0.00013214     5.1253e-05
 2140.000 0.00015402    -5.8766e-05
 2141.000 0.00013916    -3.6631e-05
 2142.000 0.00010620     9.6690e-05
 2143.000 0.00013213     3.2114e-06
 2144.000 0.00015411    -1.3324e-04
 2145.000 0.00011058     1.3667e-04
 2146.000 0.00013036    -3.3590e-05
 2147.000 0.00015131     4.7090e-06
 2148.000 0.00016656    -1.9446e-05
 2149.000 0.00016711    -1.5126e-05
 2150.000 0.00016384     5.7029e-05
 2151.000 0.00018763    -5.0629e-05
 2152.000 0.00018357    -2.1611e-05
 2153.000 0.00016315     3.8915e-05
 2154.000 0.00016320    -1.1228e-05
 2155.000 0.00016285     3.5962e-06
 2156.000 0.00016364     3.6830e-06
 2157.000 0.00015613    -6.8128e-05
 2158.000 0.00012586     1.3227e-04
 2159.000 0.00015931    -7.8629e-05
 2160.000 0.00017123     5.3069e-05
 2161.000 0.00017541    -1.8009e-04
 2162.000 0.00011859     3.0127e-04
 2163.000 0.00017978    -3.1694e-04
 2164.000 0.00011355     2.0198e-04
 2165.000 0.00011883    -6.1925e-05
 2166.000 0.00013441     1.0752e-04
 2167.000 0.00017961    -1.9042e-04
 2168.000 0.00015136     2.1346e-04
 2169.000 0.00018758    -2.7661e-04
