# lambda(nm)  coeff spline
 2472.500 0.41737300     1.3799e+00
 2473.000 0.56660098     4.3774e-01
 2473.500 0.81664503    -7.1122e-01
 2474.000 0.94765198    -4.4973e-01
 2474.500 0.97036999    -8.8779e-02
 2475.000 0.96051699     2.3143e-02
 2475.500 0.95565999     1.1611e-01
 2476.000 0.96992600    -2.8629e-02
 2476.500 0.97927099    -1.1970e-01
 2477.000 0.96637702    -2.6308e-02
 2477.500 0.95008397     1.4335e-01
 2478.000 0.95025897    -1.5187e-01
 2478.500 0.93669099     1.3429e-01
 2479.000 0.93469697    -1.0753e-01
 2479.500 0.90911502    -2.7030e-01
 2480.000 0.82928002    -1.1336e-01
 2480.500 0.74317002     5.7313e-01
 2481.000 0.73237199    -3.7166e-01
 2481.500 0.72043502     8.8617e-01
 2482.000 0.83285397    -1.8848e-01
 2482.500 0.92990398    -5.0109e-01
 2483.000 0.92428201    -2.7127e-01
 2483.500 0.81141502    -9.8769e-01
 2484.000 0.57680601     1.3002e+00
 2484.500 0.57571900     1.3913e+00
 2485.000 0.81832200    -1.0168e+00
 2485.500 0.93443298    -3.6002e-01
 2486.000 0.93484098    -3.2003e-01
 2486.500 0.86646098    -1.0770e-02
 2487.000 0.77299201    -2.3902e-01
 2487.500 0.62949300    -2.3386e-01
 2488.000 0.50190002     1.5562e+00
 2488.500 0.62778801     9.2633e-02
 2489.000 0.80506498    -6.9339e-01
 2489.500 0.87050903    -3.0776e-03
 2490.000 0.89750999    -2.1694e-01
 2490.500 0.89466298     1.5448e-01
 2491.000 0.89473802    -3.3084e-01
 2491.500 0.81947601    -6.3921e-01
 2492.000 0.68048698     1.3582e+00
 2492.500 0.74187499     1.5295e-02
 2493.000 0.84333998    -4.5757e-01
 2493.500 0.85156500    -4.2276e-01
 2494.000 0.72582400    -1.0666e+00
 2494.500 0.46091300     1.3489e+00
 2495.000 0.43325499     1.3649e+00
 2495.500 0.67113900    -4.3541e-01
 2496.000 0.85356599    -9.5419e-01
 2496.500 0.87160301     3.0683e-01
 2497.000 0.89871597    -5.5295e-02
 2497.500 0.91827297    -2.6699e-01
 2498.000 0.90222800     2.6881e-01
 2498.500 0.91299897    -1.6465e-01
 2499.000 0.90711200    -9.9919e-03
 2499.500 0.90303701     2.4811e-01
 2500.000 0.93278497    -1.7068e-01
 2500.500 0.94398999    -1.0406e-02
 2501.000 0.94414800    -5.2822e-02
 2501.500 0.93317503    -4.5450e-02
 2502.000 0.89750302    -3.5816e-01
 2502.500 0.76467401    -8.5370e-01
 2503.000 0.55414701     1.9082e+00
 2503.500 0.64107603     3.5989e-01
 2504.000 0.81010401    -1.3774e+00
 2504.500 0.78868800     5.7890e-01
 2505.000 0.77489501    -7.5530e-01
 2505.500 0.65275401    -1.5805e-01
 2506.000 0.54002202     1.6133e+00
 2506.500 0.68802899    -3.7522e-02
 2507.000 0.87396598    -5.5292e-01
 2507.500 0.95368999    -2.9991e-01
 2508.000 0.94667298    -3.2922e-01
 2508.500 0.87018198    -5.0568e-02
 2509.000 0.79064500     4.5839e-01
 2509.500 0.79835099     3.1083e-01
 2510.000 0.81931102    -1.3836e+00
 2510.500 0.61892402    -8.8728e-02
 2511.000 0.43603301     2.1584e+00
 2511.500 0.59072000    -4.4309e-01
 2512.000 0.72553802    -8.6292e-01
 2512.500 0.71327102     3.6474e-01
 2513.000 0.74081898     3.5951e-01
 2513.500 0.83689302    -1.5815e-01
 2514.000 0.87621599    -1.0889e+00
 2514.500 0.72178000    -1.3636e-01
 2515.000 0.53276598     8.0449e-01
 2515.500 0.45858601    -3.2560e-01
 2516.000 0.37822300     3.4952e-01
 2516.500 0.34230399    -5.8053e-03
 2517.000 0.32016900     4.5221e-03
 2517.500 0.36359301     1.5611e+00
 2518.000 0.63544703    -7.6673e-01
 2518.500 0.79070002    -1.2926e+00
 2519.000 0.69463497    -9.4410e-02
 2519.500 0.58945501     1.4515e+00
 2520.000 0.69982499    -5.3840e-01
 2520.500 0.78997302     2.1679e-01
 2521.000 0.87878901    -3.6072e-01
 2521.500 0.88722998    -7.0291e-01
 2522.000 0.77513498     2.7949e-01
 2522.500 0.71107399     7.3775e-01
 2523.000 0.75283098    -6.9085e-01
 2523.500 0.66195601    -1.1575e+00
 2524.000 0.43693799     2.1015e+00
 2524.500 0.51421201     6.6567e-03
 2525.000 0.63649303    -1.0479e+00
 2525.500 0.60278797     4.4138e-01
 2526.000 0.58320302    -3.7870e-01
 2526.500 0.52201498     7.4963e-02
 2527.000 0.47983000     5.3492e-01
 2527.500 0.53619599     1.5057e-01
 2528.000 0.62157398    -4.4090e-01
 2528.500 0.63991302     4.0846e-03
 2529.000 0.58153403    -1.4167e+00
 2529.500 0.34233099     1.3228e+00
 2530.000 0.31098899     1.1140e+00
 2530.500 0.45110899    -1.6637e+00
 2531.000 0.33959201    -4.9854e-01
 2531.500 0.14687499     1.7090e+00
 2532.000 0.21549501    -6.5485e-02
 2532.500 0.29872099    -1.0965e+00
 2533.000 0.24559200     1.1791e+00
 2533.500 0.37936500     8.6563e-01
 2534.000 0.65420902    -1.2559e+00
 2534.500 0.70151901    -1.3027e+00
 2535.000 0.49215701     3.0650e-01
 2535.500 0.29050300     2.6165e-01
 2536.000 0.16057000     3.6822e-01
 2536.500 0.15914200     1.3496e+00
 2537.000 0.37571299    -5.3468e-01
 2537.500 0.54358900    -3.7958e-01
 2538.000 0.60031199    -6.1468e-01
 2538.500 0.52248102    -3.9099e-01
 2539.000 0.41658199     1.5050e+00
 2539.500 0.55723900     2.8832e-01
 2540.000 0.75469398    -1.2951e+00
 2540.500 0.71295798    -8.4831e-01
 2541.000 0.49349999     4.2308e-01
 2541.500 0.33583900     6.3914e-01
 2542.000 0.29789200    -1.0650e-01
 2542.500 0.24404199    -5.9482e-01
 2543.000 0.12739800     9.7873e-01
 2543.500 0.13543101    -3.2784e-01
 2544.000 0.11895300    -2.5563e-01
 2544.500 0.06360000     4.1736e-01
 2545.000 0.08690000     4.7385e-01
 2545.500 0.21972100     3.1575e-01
 2546.000 0.40748999    -4.1810e-01
 2546.500 0.48466200    -1.2977e+00
 2547.000 0.31983900    -1.9902e-01
 2547.500 0.10100000     7.9739e-01
 2548.000 0.02010000     3.2001e-01
 2548.500 0.05230000     6.3696e-01
 2549.000 0.22112300     4.1109e-01
 2549.500 0.43442899    -1.2137e+00
 2550.000 0.42320001    -9.4507e-01
 2550.500 0.22338600     4.6796e-01
 2551.000 0.11359400     1.2338e+00
 2551.500 0.21862000    -2.4736e-01
 2552.000 0.28396100    -1.1968e+00
 2552.500 0.15118800     2.7968e-01
 2553.000 0.05500000     9.5607e-01
 2553.500 0.16589500     8.6604e-01
 2554.000 0.42552099    -8.5068e-01
 2554.500 0.55014199    -7.0344e-01
 2555.000 0.54417098     5.3022e-01
 2555.500 0.59953302     5.4534e-02
 2556.000 0.68065900    -1.3002e-01
 2556.500 0.71847701    -5.7383e-01
 2557.000 0.65608197     2.0213e-02
 2557.500 0.58783799     3.5260e-01
 2558.000 0.57252097    -1.6036e-01
 2558.500 0.53405899    -2.6664e-01
 2559.000 0.42385599    -4.9485e-01
 2559.500 0.22721700     1.7158e-01
 2560.000 0.06250000     5.7467e-01
 2560.500 0.00695000     1.4973e-01
 2561.000 0.00039300     2.2195e-03
 2561.500 0.00081900     8.9794e-03
 2562.000 0.00227000    -1.3537e-02
 2562.500 0.00224000     9.6246e-03
 2563.000 0.00511000     4.4639e-02
 2563.500 0.01300000    -6.7699e-02
 2564.000 0.01050000    -2.3201e-02
 2564.500 0.00291000     3.8344e-02
 2565.000 0.00825000     1.8015e-01
 2565.500 0.06100000     3.7891e-01
 2566.000 0.18560800     2.8790e-02
 2566.500 0.31350300    -4.1519e-01
 2567.000 0.34272400    -7.3622e-01
 2567.500 0.22957000    -5.6946e-02
 2568.000 0.09610000     4.7642e-01
 2568.500 0.04080000     2.7354e-02
 2569.000 0.01320000     7.8965e-02
 2569.500 0.00193000     4.8704e-02
 2570.000 0.00576000     8.8617e-02
 2570.500 0.03710000     2.5707e-01
 2571.000 0.11368600    -3.0985e-02
 2571.500 0.17641900    -4.6560e-01
 2572.000 0.15133099    -2.1431e-01
 2572.500 0.07590000     1.1462e-01
 2573.000 0.01900000     2.0056e-01
 2573.500 0.00326000     7.0978e-02
 2574.000 0.00811000     9.6886e-03
 2574.500 0.01530000    -5.3572e-02
 2575.000 0.02010000     1.4724e-01
 2575.500 0.04210000    -1.2259e-01
 2576.000 0.04260000    -1.7288e-01
 2576.500 0.01450000     1.2771e-01
 2577.000 0.00384000     8.0603e-02
 2577.500 0.02320000     2.7036e-01
 2578.000 0.09560000     1.1092e-01
 2578.500 0.18468000    -3.1373e-01
 2579.000 0.21085300    -3.6578e-01
 2579.500 0.16116901    -4.3729e-02
 2580.000 0.09190000     7.0652e-02
 2580.500 0.03680000     1.0118e-01
 2581.000 0.00709000     1.3399e-01
 2581.500 0.00695000     7.2526e-02
 2582.000 0.02180000    -6.4339e-02
 2582.500 0.02450000    -1.0677e-01
 2583.000 0.00931000     6.2066e-02
 2583.500 0.00115000     2.7226e-02
 2584.000 0.00009910    -3.5373e-04
 2584.500 0.00127000     2.7512e-02
 2585.000 0.00984000     6.7885e-02
 2585.500 0.02740000    -8.3293e-02
 2586.000 0.02930000    -1.1055e-01
 2586.500 0.01190000     6.2305e-02
 2587.000 0.00175000     3.5334e-02
 2587.500 0.00013300     1.1506e-03
 2588.000 0.00028700     2.5672e-03
 2588.500 0.00083100    -2.0596e-03
 2589.000 0.00121000     1.7113e-03
 2589.500 0.00618000     1.0540e-01
 2590.000 0.03230000     8.4295e-02
 2590.500 0.06680000    -2.4146e-01
 2591.000 0.06380000    -1.8468e-02
 2591.500 0.04650000    -2.7873e-02
 2592.000 0.02410000     7.5585e-03
 2592.500 0.00521000     8.1879e-02
 2593.000 0.00050000     5.2464e-03
 2593.500 0.00009940     5.6140e-04
 2594.000 0.00001980     2.1203e-04
 2594.500 0.00000118     5.3990e-05
 2595.000 0.00000002    -8.9774e-06
 2595.500 0.00000048     2.0900e-05
 2596.000 0.00001810     3.3709e-04
 2596.500 0.00019400     2.4295e-03
 2597.000 0.00072300    -1.5807e-03
 2597.500 0.00360000     6.0245e-02
 2598.000 0.02460000     1.9555e-01
 2598.500 0.08040000    -7.2528e-03
 2599.000 0.12758100    -3.7340e-01
 2599.500 0.11231600     2.1345e-03
 2600.000 0.08430000     5.8834e-02
 2600.500 0.05990000    -1.5069e-01
 2601.000 0.01960000     1.6232e-01
 2601.500 0.00272000     6.3494e-02
 2602.000 0.00360000     9.9441e-03
 2602.500 0.00714000    -3.9431e-02
 2603.000 0.00451000    -3.0107e-04
 2603.500 0.00088400     1.6731e-02
 2604.000 0.00005250     4.4489e-04
 2604.500 0.00000086     2.0603e-04
 2605.000 0.00000001    -5.0178e-05
 2605.500 0.00000030     2.2205e-05
 2606.000 0.00000455     5.6424e-05
 2606.500 0.00001840    -1.7572e-05
 2607.000 0.00002600    -1.3613e-04
 2607.500 0.00019000     4.3157e-03
 2608.000 0.00165000     1.3977e-02
 2608.500 0.00480000    -1.9665e-02
 2609.000 0.00458000    -1.6198e-02
 2609.500 0.00156000     1.7256e-02
 2610.000 0.00239000     3.9573e-02
 2610.500 0.01460000     9.7571e-02
 2611.000 0.04180000    -7.0099e-02
 2611.500 0.05240000    -2.1558e-01
 2612.000 0.02660000     5.8807e-02
 2612.500 0.00519000     8.5708e-02
 2613.000 0.00073500     5.2817e-03
 2613.500 0.00195000     2.9245e-02
 2614.000 0.00806000    -4.7836e-03
 2614.500 0.01200000    -6.2191e-02
 2615.000 0.00624000     2.0748e-02
 2615.500 0.00182000     1.1361e-02
 2616.000 0.00032900     4.1052e-03
 2616.500 0.00002390     6.8008e-04
 2617.000 0.00000146    -4.1668e-05
 2617.500 0.00001480     3.4531e-04
 2618.000 0.00008830     1.0428e-04
 2618.500 0.00020900     3.7039e-04
 2619.000 0.00035000    -1.0986e-03
 2619.500 0.00028600    -8.9586e-04
 2620.000 0.00007220     1.0869e-03
 2620.500 0.00003420     7.6750e-04
 2621.000 0.00066900     1.1990e-02
 2621.500 0.00631000     7.1420e-02
 2622.000 0.02700000     6.3505e-02
 2622.500 0.06300000     4.1999e-02
 2623.000 0.10836200    -6.8140e-03
 2623.500 0.14542800    -2.1385e-01
 2624.000 0.13961300    -1.6694e-01
 2624.500 0.09830000     2.9662e-02
 2625.000 0.05610000     2.7007e-02
 2625.500 0.02260000     7.1112e-02
 2626.000 0.00467000     6.2226e-02
 2626.500 0.00040000     7.8234e-03
 2627.000 0.00021300     4.4723e-03
 2627.500 0.00174000     1.5424e-02
 2628.000 0.00560000    -1.0175e-02
 2628.500 0.00716000    -2.9925e-02
 2629.000 0.00364000     7.9541e-03
 2629.500 0.00068700     1.1716e-02
 2630.000 0.00004450     6.3213e-04
 2630.500 0.00000171     1.4808e-04
 2631.000 0.00002380     3.3266e-04
 2631.500 0.00025900     3.6359e-03
 2632.000 0.00143000     7.5829e-03
 2632.500 0.00329000    -1.7432e-02
 2633.000 0.00241000    -3.6166e-03
 2633.500 0.00061700     9.9858e-03
 2634.000 0.00182000     3.5577e-02
 2634.500 0.01950000     2.4315e-01
 2635.000 0.08340000     1.0109e-01
 2635.500 0.16993400    -1.0430e-01
 2636.000 0.23704800    -1.4996e-01
 2636.500 0.28580701     2.6361e-01
 2637.000 0.37695700     1.1292e-01
 2637.500 0.48068300    -4.1344e-01
 2638.000 0.49199399    -6.7711e-01
 2638.500 0.37824601     1.2045e-01
 2639.000 0.30312100     1.1223e+00
 2639.500 0.38994300    -7.2276e-01
 2640.000 0.37033999    -7.8542e-01
 2640.500 0.20980200     4.8202e-01
 2641.000 0.10300000     1.4701e-01
 2641.500 0.04420000     8.1975e-02
 2642.000 0.01730000     2.9069e-01
 2642.500 0.06320000     5.0248e-01
 2643.000 0.19311000    -2.8438e-01
 2643.500 0.26107100    -8.5175e-01
 2644.000 0.18709600     2.8493e-01
 2644.500 0.12498800    -3.1482e-03
 2645.000 0.07170000    -6.0655e-02
 2645.500 0.01810000     2.3828e-01
 2646.000 0.00363000     4.6659e-02
 2646.500 0.01460000     1.8564e-01
 2647.000 0.07580000     4.1628e-01
 2647.500 0.21541899     3.1277e-02
 2648.000 0.36536500    -2.9354e-01
 2648.500 0.45478201    -3.0981e-01
 2649.000 0.46013600    -4.8475e-01
 2649.500 0.38437700     3.0208e-01
 2650.000 0.34202799     7.8255e-02
 2650.500 0.30026501    -6.0104e-01
 2651.000 0.16715200     1.3350e-01
 2651.500 0.04850000     4.1412e-01
 2652.000 0.00823000     9.1187e-02
 2652.500 0.00119000     1.8651e-02
 2653.000 0.00362000     6.1491e-02
 2653.500 0.02100000     9.4187e-02
 2654.000 0.04970000    -1.6656e-01
 2654.500 0.04800000    -1.5756e-01
 2655.000 0.01790000     1.1519e-01
 2655.500 0.00414000     8.8959e-02
 2656.000 0.01300000     7.1853e-02
 2656.500 0.03750000    -1.0123e-03
 2657.000 0.06150000    -7.9804e-02
 2657.500 0.06730000    -1.1657e-01
 2658.000 0.05490000     1.0929e-01
 2658.500 0.04880000    -1.6939e-01
 2659.000 0.02210000     7.3885e-02
 2659.500 0.00365000     7.1853e-02
 2660.000 0.00048400     5.5182e-03
 2660.500 0.00150000     6.4420e-03
 2661.000 0.00322000    -1.4390e-02
 2661.500 0.00257000    -5.7610e-03
 2662.000 0.00084600     1.1658e-02
 2662.500 0.00098500     3.8402e-03
 2663.000 0.00189000    -8.6351e-03
 2663.500 0.00142000    -2.2999e-03
 2664.000 0.00039200     4.4427e-03
 2664.500 0.00004020     7.5798e-04
 2665.000 0.00000134     3.5945e-05
 2665.500 0.00000001    -1.1163e-06
 2666.000 0.00000000     3.4413e-07
 2666.500 0.00000000    -9.2199e-08
 2667.000 0.00000000     2.4668e-08
 2667.500 0.00000000    -6.4745e-09
 2668.000 0.00000000     1.2297e-09
 2668.500 0.00000000     1.5558e-09
 2669.000 0.00000000    -7.4528e-09
 2669.500 0.00000000     2.8255e-08
 2670.000 0.00000000    -1.0557e-07
 2670.500 0.00000000     3.9480e-07
 2671.000 0.00000003    -8.7278e-07
 2671.500 0.00000067     1.7924e-05
 2672.000 0.00000448     5.2340e-06
 2672.500 0.00000765    -5.4268e-05
 2673.000 0.00000597     9.5439e-05
 2673.500 0.00001930     3.2751e-05
 2674.000 0.00003290    -2.1996e-04
 2674.500 0.00001440     7.6706e-05
 2675.000 0.00000158     4.9461e-05
 2675.500 0.00000004    -3.7342e-06
 2676.000 0.00000000     1.2835e-06
 2676.500 0.00000000    -3.4392e-07
 2677.000 0.00000000     9.2152e-08
 2677.500 0.00000000    -2.4692e-08
 2678.000 0.00000000     6.6162e-09
 2678.500 0.00000000    -1.7728e-09
 2679.000 0.00000000     4.7502e-10
 2679.500 0.00000000    -1.2728e-10
 2680.000 0.00000000     3.4105e-11
 2680.500 0.00000000    -9.1381e-12
 2681.000 0.00000000     2.4473e-12
 2681.500 0.00000000    -6.5114e-13
 2682.000 0.00000000     1.5723e-13
 2682.500 0.00000000     2.2200e-14
 2683.000 0.00000000    -2.4603e-13
 2683.500 0.00000000     9.6193e-13
 2684.000 0.00000000    -3.6017e-12
 2684.500 0.00000000     1.3445e-11
 2685.000 0.00000000    -5.0178e-11
 2685.500 0.00000000     1.8727e-10
 2686.000 0.00000000    -6.9889e-10
 2686.500 0.00000000     2.6083e-09
 2687.000 0.00000000    -9.7342e-09
 2687.500 0.00000000     3.6329e-08
 2688.000 0.00000001     5.9300e-08
 2688.500 0.00000038     8.3367e-06
 2689.000 0.00000439     5.4149e-05
 2689.500 0.00001480    -7.1452e-05
 2690.000 0.00004720     7.5942e-04
 2690.500 0.00018700    -3.8862e-04
 2691.000 0.00024100    -1.2641e-03
 2691.500 0.00013500     1.6052e-03
 2692.000 0.00023900    -1.1658e-04
 2692.500 0.00031900    -1.7148e-03
 2693.000 0.00013700     6.8798e-04
 2693.500 0.00001710     4.5334e-04
 2694.000 0.00000059    -2.0045e-05
 2694.500 0.00000000     9.1159e-06
 2695.000 0.00000000    -2.4297e-06
 2695.500 0.00000000     6.5257e-07
 2696.000 0.00000000    -1.8058e-07
 2696.500 0.00000000     6.9760e-08
 2697.000 0.00000000    -9.8459e-08
 2697.500 0.00000000     3.2408e-07
 2698.000 0.00000001    -8.7864e-07
 2698.500 0.00000061     1.7312e-05
 2699.000 0.00000731     7.7869e-05
 2699.500 0.00002240    -1.2731e-04
 2700.000 0.00001770    -4.3589e-05
 2700.500 0.00000358     7.5588e-05
 2701.000 0.00000020    -1.0488e-06
 2701.500 0.00000020     9.9196e-06
 2702.000 0.00000111    -1.7030e-05
 2702.500 0.00000760     1.9221e-04
 2703.000 0.00006140     3.8361e-04
 2703.500 0.00014900    -9.1545e-04
 2704.000 0.00011000     2.3981e-04
 2704.500 0.00008080     1.9143e-04
 2705.000 0.00008400    -2.2792e-04
 2705.500 0.00008150     5.8345e-04
 2706.000 0.00013700    -7.1387e-04
 2706.500 0.00009460    -7.7568e-05
 2707.000 0.00002470     3.6414e-04
 2707.500 0.00001020    -4.9400e-05
 2708.000 0.00000379     2.7618e-05
 2708.500 0.00000040     1.1288e-05
 2709.000 0.00000001    -5.2154e-07
 2709.500 0.00000000    -2.2133e-07
 2710.000 0.00000000     1.6565e-06
 2710.500 0.00000000    -6.4045e-06
 2711.000 0.00000001     2.4156e-05
 2711.500 0.00000267    -2.6527e-05
 2712.000 0.00009360     2.2004e-03
 2712.500 0.00097700     1.0244e-02
 2713.000 0.00315000    -1.2227e-02
 2713.500 0.00355000    -3.8881e-03
 2714.000 0.00484000     4.9139e-02
 2714.500 0.01240000    -4.2189e-02
 2715.000 0.01460000    -9.0221e-03
 2715.500 0.01610000     6.1478e-02
 2716.000 0.02290000    -1.0969e-01
 2716.500 0.01410000     2.8796e-03
 2717.000 0.00315000     4.6571e-02
 2717.500 0.00026600     4.4203e-03
 2718.000 0.00014000     1.9398e-03
 2718.500 0.00043100    -2.1714e-03
 2719.000 0.00038600    -1.3183e-03
 2719.500 0.00009440     1.5263e-03
 2720.000 0.00000642     1.0003e-04
 2720.500 0.00000015     3.4583e-05
 2721.000 0.00000264    -2.8025e-05
 2721.500 0.00005750     1.3344e-03
 2722.000 0.00036700     8.0198e-04
 2722.500 0.00070000    -3.9783e-03
 2723.000 0.00041900     3.7516e-04
 2723.500 0.00009110     1.3521e-03
 2724.000 0.00000887     1.1267e-04
 2724.500 0.00000036    -3.3359e-05
 2725.000 0.00000243     2.7450e-04
 2725.500 0.00012100     1.7315e-03
 2726.000 0.00210000     3.7450e-02
 2726.500 0.01450000     9.8573e-02
 2727.000 0.04260000    -5.4941e-02
 2727.500 0.06290000    -6.6010e-02
 2728.000 0.08060000     2.5658e-01
 2728.500 0.13591599    -5.7523e-02
 2729.000 0.17825900    -3.3784e-01
 2729.500 0.17281599     2.6201e-01
 2730.000 0.19440000    -6.1551e-02
 2730.500 0.20191400    -3.5348e-01
 2731.000 0.15579300     1.8825e-01
 2731.500 0.11900300    -1.7557e-01
 2732.000 0.07230000     2.7612e-01
 2732.500 0.07220000     1.8954e-01
 2733.000 0.10200000    -3.1670e-01
 2733.500 0.08180000    -1.2274e-01
 2734.000 0.03350000     1.3327e-01
 2734.500 0.00623000     9.4391e-02
 2735.000 0.00070300     1.0999e-02
 2735.500 0.00246000     3.6430e-02
 2736.000 0.01340000     6.3672e-02
 2736.500 0.03180000    -1.1208e-01
 2737.000 0.03060000    -8.5753e-02
 2737.500 0.01290000     5.9093e-02
 2738.000 0.00275000     3.0582e-02
 2738.500 0.00035200     4.6273e-03
 2739.000 0.00002640     6.4657e-04
 2739.500 0.00000074    -1.4903e-05
 2740.000 0.00000000     1.0960e-05
 2740.500 0.00000000    -1.1151e-05
 2741.000 0.00000000     3.3706e-05
 2741.500 0.00000163    -8.4603e-05
 2742.000 0.00005830     1.6257e-03
 2742.500 0.00080400     1.0119e-02
 2743.000 0.00651000     7.6947e-02
 2743.500 0.02320000    -5.4292e-02
 2744.000 0.02910000    -1.1874e-01
 2744.500 0.01490000     4.6852e-02
 2745.000 0.00482000     3.0211e-02
 2745.500 0.00254000     1.9503e-02
 2746.000 0.00866000     9.3377e-02
 2746.500 0.02780000    -8.0532e-02
 2747.000 0.03220000    -1.2501e-01
 2747.500 0.01570000     7.8966e-02
 2748.000 0.00711000    -1.0171e-03
 2748.500 0.00269000     2.5182e-02
 2749.000 0.00250000     1.8088e-03
 2749.500 0.00392000     6.2229e-03
 2750.000 0.00572000    -1.7580e-02
 2750.500 0.00441000    -1.0542e-02
 2751.000 0.00126000     1.5588e-02
 2751.500 0.00028100     2.9379e-04
 2752.000 0.00005960     1.4192e-03
 2752.500 0.00008360    -8.0928e-05
 2753.000 0.00012200    -7.4987e-04
 2753.500 0.00004670     3.5161e-04
 2754.000 0.00000460     1.4021e-04
 2754.500 0.00000012    -9.6806e-06
 2755.000 0.00000000     3.3421e-06
 2755.500 0.00000000    -9.0378e-07
 2756.000 0.00000000     2.7303e-07
 2756.500 0.00000000    -1.8833e-07
 2757.000 0.00000000     4.8027e-07
 2757.500 0.00000002    -1.2000e-06
