#trans_10_10	
#Infrared	Transmission
#um	%
	
0.900000	0.973927
0.900501	0.971604
0.901002	0.975187
0.901502	0.973288
0.902003	0.969448
0.902504	0.971296
0.903005	0.978117
0.903506	0.989906
0.904007	0.99437
0.904508	0.993548
0.905008	0.99383
0.905509	0.992674
0.906010	0.991102
0.906511	0.98398
0.907012	0.969633
0.907512	0.966527
0.908013	0.974212
0.908514	0.975547
0.909015	0.978281
0.909516	0.981711
0.910017	0.9794
0.910518	0.977248
0.911018	0.981152
0.911519	0.985694
0.912020	0.980588
0.912521	0.982055
0.913022	0.976783
0.913523	0.967915
0.914023	0.973553
0.914524	0.986689
0.915025	0.98387
0.915526	0.967932
0.916027	0.971342
0.916528	0.986569
0.917028	0.986632
0.917529	0.976323
0.918030	0.97757
0.918531	0.985133
0.919032	0.989404
0.919533	0.989647
0.920033	0.991453
0.920534	0.995306
0.921035	0.99447
0.921536	0.9918
0.922037	0.991345
0.922538	0.993819
0.923038	0.994367
0.923539	0.993271
0.924040	0.991898
0.924541	0.990907
0.925042	0.9908
0.925543	0.992666
0.926043	0.993132
0.926544	0.993572
0.927045	0.994572
0.927546	0.989427
0.928047	0.980586
0.928548	0.978006
0.929048	0.97731
0.929549	0.96989
0.93005	0.957253
0.930551	0.945439
0.931052	0.9263
0.931553	0.90095
0.932053	0.877586
0.932554	0.874158
0.933055	0.880104
0.933556	0.868179
0.934057	0.83125
0.934558	0.800821
0.935058	0.846082
0.935559	0.84359
0.93606	0.82858
0.936561	0.861723
0.937062	0.846821
0.937563	0.848591
0.938063	0.856117
0.938564	0.870981
0.939065	0.916932
0.939566	0.958119
0.940067	0.957847
0.940568	0.950799
0.941068	0.941106
0.941569	0.936276
0.94207	0.933042
0.942571	0.898964
0.943072	0.861388
0.943573	0.883642
0.944073	0.845213
0.944574	0.846564
0.945075	0.915399
0.945576	0.907656
0.946077	0.873466
0.946578	0.895466
0.947078	0.927498
0.947579	0.929587
0.94808	0.902627
0.948581	0.905969
0.949082	0.935782
0.949583	0.892714
0.950083	0.856589
0.950584	0.894779
0.951085	0.950778
0.951586	0.938647
0.952087	0.893769
0.952588	0.89381
0.953088	0.92851
0.953589	0.945725
0.95409	0.931738
0.954591	0.909239
0.955092	0.923301
0.955593	0.927324
0.956093	0.927729
0.956594	0.919641
0.957095	0.923387
0.957596	0.95359
0.958097	0.947012
0.958598	0.93653
0.959098	0.925829
0.959599	0.9301
0.9601	0.951764
0.960601	0.957553
0.961102	0.9632
0.961603	0.968086
0.962103	0.956192
0.962604	0.951838
0.963105	0.96778
0.963606	0.967649
0.964107	0.954401
0.964608	0.955528
0.965109	0.967929
0.965609	0.979409
0.96611	0.971723
0.966611	0.964708
0.967112	0.973821
0.967613	0.984432
0.968114	0.984731
0.968614	0.986527
0.969115	0.993014
0.969616	0.993054
0.970117	0.988643
0.970618	0.988621
0.971119	0.991618
0.971619	0.988528
0.97212	0.987922
0.972621	0.988048
0.973122	0.987631
0.973623	0.982076
0.974124	0.978504
0.974624	0.97819
0.975125	0.978224
0.975626	0.977516
0.976127	0.977797
0.976628	0.983749
0.977129	0.991366
0.977629	0.992058
0.97813	0.987662
0.978631	0.986805
0.979132	0.987582
0.979633	0.986489
0.980134	0.987616
0.980634	0.990497
0.981135	0.995678
0.981636	0.996335
0.982137	0.995185
0.982638	0.993455
0.983139	0.994467
0.983639	0.996939
0.98414	0.997796
0.984641	0.996847
0.985142	0.99669
0.985643	0.998276
0.986144	0.999372
0.986644	0.99932
0.987145	0.998687
0.987646	0.998563
0.988147	0.999278
0.988648	0.999777
0.989149	0.999742
0.989649	0.999367
0.99015	0.999163
0.990651	0.999487
0.991152	0.999705
0.991653	0.999797
0.992154	0.999744
0.992654	0.999457
0.993155	0.999415
0.993656	0.999751
0.994157	0.999901
0.994658	0.999938
0.995159	0.999925
0.995659	0.999874
0.99616	0.999898
0.996661	0.999923
0.997162	0.999902
0.997663	0.999873
0.998164	0.999856
0.998664	0.999881
0.999165	0.999843
0.999666	0.999783
1.00017	0.999823
1.00067	0.999904
1.00117	0.9998
1.00167	0.999397
1.00217	0.999205
1.00267	0.999557
1.00317	0.999856
1.00367	0.999811
1.00417	0.999708
1.00467	0.999804
1.00518	0.999827
1.00568	0.99978
1.00618	0.999851
1.00668	0.999892
1.00718	0.999874
1.00768	0.999788
1.00818	0.999712
1.00868	0.999637
1.00918	0.999385
1.00968	0.999365
1.01018	0.999639
1.01068	0.999844
1.01119	0.999906
1.01169	0.999825
1.01219	0.999754
1.01269	0.999873
1.01319	0.999939
1.01369	0.999955
1.01419	0.999917
1.01469	0.999887
1.01519	0.99987
1.01569	0.999857
1.01619	0.999931
1.01669	0.999925
1.0172	0.999889
1.0177	0.999919
1.0182	0.999974
1.0187	0.999917
1.0192	0.999724
1.0197	0.999754
1.0202	0.999914
1.0207	0.999959
1.0212	0.999946
1.0217	0.999901
1.0222	0.999918
1.0227	0.99986
1.02321	0.999749
1.02371	0.999588
1.02421	0.999678
1.02471	0.999918
1.02521	0.999964
1.02571	0.999946
1.02621	0.999948
1.02671	0.999942
1.02721	0.999858
1.02771	0.999846
1.02821	0.999914
1.02871	0.999928
1.02922	0.999963
1.02972	0.999987
